oli,Facility Code,Asset Location,Unit Number,Asset Number,Asset Description,PM Location,Area Served,Status,Sash Trend,Occ Trend,Temp Trend,Sash RealTime,Occ RealTime,Temp RealTime,Notes,Server
,,2019-091-6138,6138.0,53132.0,"Hood,Fume, 2019-G01H",Room G01H,Hood Room G01H,OPERATING,,,,,,,,
,,2019-091-6139,6139.0,53133.0,"Hood,Fume, 2019-G16-1",Room G16,Hood Room G16,OPERATING,,,,,,,,
,,2019-091-6140,6140.0,53134.0,"Hood,Fume, 2019-G16-2",Room G16,Hood Room G16,OPERATING,,,,,,,,
,,2019-091-6141,6141.0,53135.0,"Hood,Fume, 2019-G24-1",Room G24,Hood Room G24,OPERATING,,,,,,,,
,,2019-091-6142,6142.0,53136.0,"Hood,Fume, 2019-G24-2",Room G24,Hood Room G24,OPERATING,,,,,,,,
,,2019-091-6143,6143.0,53137.0,"Hood,Fume, 2019-G32",Room G32,Hood Room G32,OPERATING,,,,,,,,
,,2019-091-6147,6147.0,53141.0,"Hood,Fume, 2019-G46-1",Room G46,Hood Room G46,OPERATING,,,,,,,,
,,2019-091-6148,6148.0,53142.0,"Hood,Fume, 2019-G46-2",Room G46,Hood Room G46,OPERATING,,,,,,,,
,,2019-091-6149,6149.0,53143.0,"Hood,Fume, 2019-G46-3",Room G46,Hood Room G46,OPERATING,,,,,,,,
,,2019-091-6154,6154.0,52928.0,"Hood,Fume, 2019-201E-3",Room 201E,Hood Room 201E,OPERATING,,,,,,,,
,,2019-091-6156,6156.0,55875.0,"Hood,Fume, 2019-112A",Room 112A,Room 112A,OPERATING,,,,,,,,
,,2019-091-6157,6157.0,55837.0,"Hood,Fume, 2019-317-1",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6158,6158.0,55842.0,"Hood,Fume, 2019-317-2",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6159,6159.0,55843.0,"Hood,Fume, 2019-317-3",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6160,6160.0,55844.0,"Hood,Fume, 2019-317-4",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6161,6161.0,55845.0,"Hood,Fume, 2019-317-5",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6162,6162.0,55846.0,"Hood,Fume, 2019-317-6",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6163,6163.0,55847.0,"Hood,Fume, 2019-324-3",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6164,6164.0,55848.0,"Hood,Fume, 2019-324-4",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6165,6165.0,55849.0,"Hood,Fume, 2019-324-5",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6166,6166.0,55850.0,"Hood,Fume, 2019-324-6",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6167,6167.0,55851.0,"Hood,Fume, 2019-324-01",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6168,6168.0,55852.0,"Hood,Fume, 2019-324-2",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6169,6169.0,55853.0,"Hood,Fume, 2019-338A-1",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6170,6170.0,55854.0,"Hood,Fume, 2019-338A-2",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6171,6171.0,55855.0,"Hood,Fume, 2019-338A-3",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6172,6172.0,55856.0,"Hood,Fume, 2019-338A-4",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6173,6173.0,55857.0,"Hood,Fume, 2019-388A-5",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6174,6174.0,55858.0,"Hood,Fume, 2019-338A-6",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6175,6175.0,55859.0,"Hood,Fume, 2019-340B-4",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6176,6176.0,55860.0,"Hood,Fume, 2019-340B-3",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6177,6177.0,55861.0,"Hood,Fume, 2019-340B-2",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6178,6178.0,55862.0,"Hood,Fume, 2019-340B-1",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6179,6179.0,55871.0,"Hood,Fume, 2019-344A-3",Room 344A,Room 344A,HIBERNATION,,,,,,,,
,,2019-091-6180,6180.0,55872.0,"Hood,Fume, 2019-344A-1",Room 344A,Lab 344A,HIBERNATION,,,,,,,,
,,2019-091-6181,6181.0,55877.0,"Hood,Fume, 2019-344A-2",Room 344A,Room 344A,HIBERNATION,,,,,,,,
,,2019-091-6182,6182.0,72998.0,"Hood,Fume, 2019-G46-1, Chemical",Room G46,Room G64,OPERATING,,,,,,,,
,,2019-091-6185,6185.0,73001.0,"Hood,Fume, 2019-G54-1, Chemical",Room G54,Room G54,OPERATING,,,,,,,,
,,2019-091-6186,6186.0,73002.0,"Hood,Fume, 2019-G54-2, Chemical",Room G54,Room G54,OPERATING,,,,,,,,
,,2019-091-6187,6187.0,73003.0,"Hood,Fume, 2019-G54-3, Chemical",Room G54,Room G54,OPERATING,,,,,,,,
,,2019-091-6188,6188.0,73004.0,"Hood,Fume, 2019-G37-1, Chemical",Room G37,Room G37,OPERATING,,,,,,,,
,,2019-091-6189,6189.0,73005.0,"Hood,Fume, 2019-G37-2, Chemical",Room G37,Room G37,HIBERNATION,,,,,,,,
,,2019-091-6190,6190.0,73006.0,"Hood,Fume, 2019-G37-3, Chemical",Room G37,Room G37,OPERATING,,,,,,,,
,,2019-091-6191,6191.0,73007.0,"Hood,Fume, 2019-G58-1, Chemical",Room G58,Room G58,OPERATING,,,,,,,,
,,2019-091-6192,6192.0,73008.0,"Hood,Fume, 2019-G58-2, Chemical",Room G58,Room G58,OPERATING,,,,,,,,
,,2019-091-6193,6193.0,118325.0,"Hood,Fume, 2019-346A-1 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6194,6194.0,118326.0,"Hood,Fume, 2019-346A-2 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6195,6195.0,118327.0,"Hood,Fume, 2019-346A-3 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6196,6196.0,118328.0,"Hood,Fume, 2019-346A-4 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6197,6197.0,118329.0,"Hood,Fume, 2019-346A-5 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6198,6198.0,118330.0,"Hood,Fume, 2019-346A-6 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6199,6199.0,118331.0,"Hood,Fume, 2019-350A-1 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6200,6200.0,118332.0,"Hood,Fume, 2019-350A-2 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6201,6201.0,118333.0,"Hood,Fume, 2019-350A-3 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6202,6202.0,118334.0,"Hood,Fume, 2019-350A-4 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6203,6203.0,118335.0,"Hood,Fume, 2019-350A-5 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6204,6204.0,118336.0,"Hood,Fume, 2019-350A-6 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6205,6205.0,118337.0,"Hood,Fume, 2019-352-6 80 FPM, Chemical",352,352 Baker,OPERATING,,,,,,,,
,,2019-091-6206,6206.0,118338.0,"Hood,Fume, 2019-355-2 80 FPM, Chemical",355,355 Baker,OPERATING,,,,,,,,
,,2019-091-6207,6207.0,129023.0,"Hood,Fume, 2019-252-1",252,252,HIBERNATION,,,,,,,,
,,2019-091-6208,6208.0,129024.0,"Hood,Fume, 2019-252-2",252,252,HIBERNATION,,,,,,,,
,,2019-091-6209,6209.0,129025.0,"Hood,Fume, 2019-252-3",252,252,HIBERNATION,,,,,,,,
,,2019-091-6210,6210.0,129026.0,"Hood,Fume, 2019-252-4",252,252,HIBERNATION,,,,,,,,
,,2019-091-6211,6211.0,129027.0,"Hood,Fume, 2019-252-5",252,252,HIBERNATION,,,,,,,,
,,2019-091-6212,6212.0,129028.0,"Hood,Fume, 2019-252-6",252,252,HIBERNATION,,,,,,,,
,,2019-091-6213,6213.0,129029.0,"Hood,Fume, 2019-252-7",252,252,HIBERNATION,,,,,,,,
,,2019-091-6214,6214.0,129030.0,"Hood,Fume, 2019-252-8",252,252,HIBERNATION,,,,,,,,
,,2019-091-6215,6215.0,129031.0,"Hood,Fume, 2019-252-9",252,252,HIBERNATION,,,,,,,,
,,2019-091-6216,6216.0,129032.0,"Hood,Fume, 2019-252-10",252,252,HIBERNATION,,,,,,,,
,,2019-091-6217,6217.0,129033.0,"Hood,Fume, 2019-252-11",252,252,HIBERNATION,,,,,,,,
,,2019-091-6218,6218.0,129034.0,"Hood,Fume, 2019-252-12",252,252,HIBERNATION,,,,,,,,
,,2019-091-6219,6219.0,129035.0,"Hood,Fume, 2019-258",258,258,HIBERNATION,,,,,,,,
