Point List,,,,
,,max water setpoint,BAV,#olin_chilled_beam_system/m122
,,Output Override,BAV,#olin_chilled_beam_system/vfd_ovrde
,,Second 1 DP,BAV,#olin_chilled_beam_system/second_1_dp
,,Second 2 DP,BAV,#olin_chilled_beam_system/second_2_dp
,,Second Floor Max Dewpoint,BAV,#olin_chilled_beam_system/second_floor_max_dewpt
,,Third 1 DP,BAV,#olin_chilled_beam_system/third_1_dp
,,Third 2 DP,BAV,#olin_chilled_beam_system/third_2_dp
,,Third Floor Max Dewpoint,BAV,#olin_chilled_beam_system/third_floor_max_dewpt
,,Total Cool Request,BAV,#olin_chilled_beam_system/total_cl_req
,,Equipment Run Command Status,BBV,#olin_chilled_beam_system/run
,,Manual Override Lock,BBV,#olin_chilled_beam_system/man_ovrde_lock
,,Manual Override State,BBV,#olin_chilled_beam_system/man_ovrde_state
,,Output Override Lock,BBV,#olin_chilled_beam_system/vfd_ovrde_lock
,,CHRT_HI,BALM,#olin_chilled_beam_system/chwrt_hi
,,CHRT_LO,BALM,#olin_chilled_beam_system/chwrt_lo
,,CHST_HI,BALM,#olin_chilled_beam_system/chwst_hi
,,CHST_LO,BALM,#olin_chilled_beam_system/chwst_lo
,,CHWP2FAIL,BALM,#olin_chilled_beam_system/chwp_2_fail
,,CHWP2HAND,BALM,#olin_chilled_beam_system/chwp_2_hand
,,CHWP2RNTM,BALM,#olin_chilled_beam_system/chwp_2_rntm
,,PRESS_HI,BALM,#olin_chilled_beam_system/press_hi
,,PRESS_LO,BALM,#olin_chilled_beam_system/press_lo
,,Chilled Beam Make-up,BNI,#olin_chilled_beam_system/make_up_flow_alrm1
,,Cool Requests #1,POLLTOT,#olin_chilled_beam_system/in_cool_req_1
,,Cool Requests #2,POLLTOT,#olin_chilled_beam_system/in_cool_req_2
,,Cool Requests #3,POLLTOT,#olin_chilled_beam_system/in_cool_req_3
,,Cool Requests #4,POLLTOT,#olin_chilled_beam_system/in_cool_req_4
,,OA Temp,ANI,#olin_chilled_beam_system/oat
,Chilled Water System,,,
,,Bldg CHW Diff Pressure,BAI,#olin_chilled_water_system/delta_press
,,Campus CHW DP,BAI,#olin_chilled_water_system/campus_chw_dp
,,Campus CHWR,BAI,#olin_chilled_water_system/campus_chwr_temp
,,Campus CHWS,BAI,#olin_chilled_water_system/campus_chws_temp
,,CHW Flow,BAI,#olin_chilled_water_system/chw_flow
,,CHWR Temp,BAI,#olin_chilled_water_system/chwr_temp
,,CHWS Temp,BAI,#olin_chilled_water_system/chws_temp
,,CHWP-1A Status,BBI,#olin_chilled_water_system/p2_status
,,CHWP-1 Status,BBI,#olin_chilled_water_system/p1_status
,,CHWP-1A VFD Speed,BAO,#olin_chilled_water_system/p2_vfd_output
,,CHWP-1 VFD Speed,BAO,#olin_chilled_water_system/p1_vfd_output
,,CHW Valve Control,BAO,#olin_chilled_water_system/chw_vlv
,,CHWP-1A S/S,BBO,#olin_chilled_water_system/pump2
,,CHWP-1 S/S,BBO,#olin_chilled_water_system/pump1
,,Delta Pressure Setpt,BAV,#olin_chilled_water_system/setpt
,,Initial Water Setpoint,BAV,#olin_chilled_water_system/setpoint
,,Output Override,BAV,#olin_chilled_water_system/vfd_ovrde
,,Runtime,BAV,#olin_chilled_water_system/runtime1
,,Equipment Run Command Status,BBV,#olin_chilled_water_system/run
,,Manual Override Lock,BBV,#olin_chilled_water_system/man_ovrde_lock
,,Manual Override State,BBV,#olin_chilled_water_system/man_ovrde_state
,,Output Override Lock,BBV,#olin_chilled_water_system/vfd_ovrde_lock
,,Pump Status,BBV,#olin_chilled_water_system/flow
,,Rotation Method Selector,BMSV,#olin_chilled_water_system/rotation_method
,,CHRT_HI,BALM,#olin_chilled_water_system/chwrt_hi
,,CHRT_LO,BALM,#olin_chilled_water_system/chwrt_lo
,,CHST_HI,BALM,#olin_chilled_water_system/chwst_hi
,,CHST_LO,BALM,#olin_chilled_water_system/chwst_lo
,,P1_FAIL,BALM,#olin_chilled_water_system/p1_fail
,,P1_HAND,BALM,#olin_chilled_water_system/p1_hand
,,P1_RNTM,BALM,#olin_chilled_water_system/p1_rntm
,,P2_FAIL,BALM,#olin_chilled_water_system/p2_fail
,,P2_HAND,BALM,#olin_chilled_water_system/p2_hand
,,P2_RNTM,BALM,#olin_chilled_water_system/p2_rntm
,,PRESS_HI,BALM,#olin_chilled_water_system/press_hi
,,PRESS_LO,BALM,#olin_chilled_water_system/press_lo
,,DEFCON,BNI,#olin_chilled_water_system/defcon
,,DEFCON 1,BNI,#olin_chilled_water_system/defcon1
,,DEFCON 2,BNI,#olin_chilled_water_system/defcon2
,,DEFCON 3,BNI,#olin_chilled_water_system/defcon3
,,OA Temp,ANI,#olin_chilled_water_system/oat
,,point name,POLLTOT,#olin_chilled_water_system/m252
,Reheat System,,,
,,HW Differential Pressure,BAI,#olin_reheat_system/hw_differential_pressure
,,Reheat Pressure,BAI,#olin_reheat_system/reheat_press
,,Return Temperature,BAI,#olin_reheat_system/return_temperature
,,Steam Pressure,BAI,#olin_reheat_system/steam_press
,,Steam Temp,BAI,#olin_reheat_system/steam_temp
,,Supply Temperature,BAI,#olin_reheat_system/supply_temperature
,,HWP-3A Status,BBI,#olin_reheat_system/hwp-3a_status
,,HWP-3 Status,BBI,#olin_reheat_system/hwp-3_status
,,Make-Up Flow,BBI,#olin_reheat_system/make_up_flow
,,HWP-3A Speed,BAO,#olin_reheat_system/hwp-3a_speed
,,HWP-3 Speed,BAO,#olin_reheat_system/hwp-3_speed
,,HX-1.1 Steam Valve,BAO,#olin_reheat_system/hx11_steam_valve
,,HX-3 Steam Valve,BAO,#olin_reheat_system/hx3_steam_valve
,,HWP-3A Start/Stop,BBO,#olin_reheat_system/hwp-3a_ss
,,HWP-3 Start/Stop,BBO,#olin_reheat_system/hwp-3_ss
,,chw_load_shed,BAV,#olin_reheat_system/m1116
,,Delta Pressure Setpt,BAV,#olin_reheat_system/dpstpt
,,Fixed Supply Temp Stpt,BAV,#olin_reheat_system/fixed_supply_temp_stpt
,,HWP 101 VFD Freq,BAV,#olin_reheat_system/hwp101_vfd_freq
,,HWP 102 VFD Freq,BAV,#olin_reheat_system/hwp102_vfd_freq
,,HWS Setpoint,BAV,#olin_reheat_system/hw_setpoint
,,Proportional In 1,BAV,#olin_reheat_system/prop_in_1
,,Proportional In 2,BAV,#olin_reheat_system/prop_in_2
,,Proportional Out 1,BAV,#olin_reheat_system/prop_out_1
,,Proportional Out 2,BAV,#olin_reheat_system/prop_out_2
,,Runtime,BAV,#olin_reheat_system/runtime1
,,SA Static Pressure,BAV,#olin_reheat_system/dstpr
,,SAT Deviation,BAV,#olin_reheat_system/sat_dev
,,steam_load_shed,BAV,#olin_reheat_system/m622
,,Supply Static Deviation,BAV,#olin_reheat_system/supply_static_dev
,,System Runtime Request,BAV,#olin_reheat_system/sys_req_rntm
,,Total Heat Request,BAV,#olin_reheat_system/total_ht_req
,,Chilled Beam Make-up,BBV,#olin_reheat_system/make_up_flow_alrm1
,,EM Power Pressure Alarm Enable,BBV,#olin_reheat_system/em_press_enbl
,,EM Power Pump Alarm Enable,BBV,#olin_reheat_system/em_pump_enbl
,,EM Power Temp Alarm Enable,BBV,#olin_reheat_system/em_temp_enbl
,,Hot Water Supply Temp Stpt Select,BBV,#olin_reheat_system/hw_supply_temp_stpt_select
,,Loop 140,BBV,#olin_reheat_system/loop_140
,,Manual Override Lock,BBV,#olin_reheat_system/man_ovrde_lock
,,Manual Override State,BBV,#olin_reheat_system/man_ovrde_state
,,Pump Status,BBV,#olin_reheat_system/hw_pump_status
,,Run,BBV,#olin_reheat_system/run
,,System Enable,BBV,#olin_reheat_system/sys_ena
,,Zone Occupancy Status,BBV,#olin_reheat_system/occ_stat
,,Day of Week for Rotation,BMSV,#olin_reheat_system/rotation_day
,,Rotation Method Selector,BMSV,#olin_reheat_system/rotation_method
,,Chilled Beam MAKE_UP_FLOW,BALM,#olin_reheat_system/make_up_flow_alrm
,,HWRT_ERROR,BALM,#olin_reheat_system/hwrt_error
,,HWST_ERROR,BALM,#olin_reheat_system/hwst_error
,,HWST_HI,BALM,#olin_reheat_system/hwst_hi
,,HWST_LO,BALM,#olin_reheat_system/hwst_lo
,,P1_FAIL,BALM,#olin_reheat_system/p1_fail
,,P1_HAND,BALM,#olin_reheat_system/p1_hand
,,P2_FAIL,BALM,#olin_reheat_system/p2_fail
,,P2_HAND,BALM,#olin_reheat_system/p2_hand
,,PRESS_HI,BALM,#olin_reheat_system/press_hi
,,PRESS_LO,BALM,#olin_reheat_system/press_lo
,,REHEAT_PRESS_HI,BALM,#olin_reheat_system/reheat_press_hi
,,REHEAT_PRESS_LO,BALM,#olin_reheat_system/reheat_press_lo
,,STEAM_PRESS_HI,BALM,#olin_reheat_system/stm_press_hi
,,STEAM_PRESS_LO,BALM,#olin_reheat_system/stm_press_lo
,,STEAM_TEMP_HI,BALM,#olin_reheat_system/stm_temp_hi
,,STEAM_TEMP_LO,BALM,#olin_reheat_system/stm_temp_lo
,,Chilled Water,ANI,#olin_reheat_system/chilled_load_shed
,,Emergency Power,BNI,#olin_reheat_system/em_power
,,Heat Requests #1,POLLTOT,#olin_reheat_system/in_heat_req_1
,,Heat Requests #2,POLLTOT,#olin_reheat_system/in_heat_req_2
,,Heat Requests #3,POLLTOT,#olin_reheat_system/in_heat_req_3
,,Heat Requests #4,POLLTOT,#olin_reheat_system/in_heat_req_4
,,Heat Requests #5,POLLTOT,#olin_reheat_system/in_heat_req_5
,,Heat Requests #6,POLLTOT,#olin_reheat_system/in_heat_req_6
,,Heat Requests #7,POLLTOT,#olin_reheat_system/in_heat_req_7
,,Heat Requests #8,POLLTOT,#olin_reheat_system/in_heat_req_8
,,Heat Requests #9,POLLTOT,#olin_reheat_system/in_heat_req_9
,,Heat Requests #10,POLLTOT,#olin_reheat_system/in_heat_req_10
,,Heat Requests #11,POLLTOT,#olin_reheat_system/in_heat_req_11
,,Heat Requests #12,POLLTOT,#olin_reheat_system/in_heat_req_12
,,OA Humidity,ANI,#olin_reheat_system/oah
,,OA Temp,ANI,#olin_reheat_system/oat
,,Runtime Minutes Requested #1,POLLMAX,#olin_reheat_system/in_run_req_1
,,Runtime Minutes Requested #2,POLLMAX,#olin_reheat_system/in_run_req_2
,,Runtime Minutes Requested #3,POLLMAX,#olin_reheat_system/in_run_req_3
,,Runtime Minutes Requested #4,POLLMAX,#olin_reheat_system/in_run_req_4
,,Runtime Minutes Requested #5,POLLMAX,#olin_reheat_system/in_run_req_5
,,Runtime Minutes Requested #6,POLLMAX,#olin_reheat_system/in_run_req_6
,,Runtime Minutes Requested #7,POLLMAX,#olin_reheat_system/in_run_req_7
,,Runtime Minutes Requested #8,POLLMAX,#olin_reheat_system/in_run_req_8
,,Runtime Minutes Requested #9,POLLMAX,#olin_reheat_system/in_run_req_9
,,Runtime Minutes Requested #10,POLLMAX,#olin_reheat_system/in_run_req_10
,,Runtime Minutes Requested #11,POLLMAX,#olin_reheat_system/in_run_req_11
,,Runtime Minutes Requested #12,POLLMAX,#olin_reheat_system/in_run_req_12
,,Steam,ANI,#olin_reheat_system/steam_load_shed
,,BACnet PID,BPID,#olin_reheat_system/m165
,,BACnet PID / Setpoint,BAV,#olin_reheat_system/m165/setpt
,,BACnet PID / Input,BAV,#olin_reheat_system/m165/input
,,BACnet PID / PID out,BAV,#olin_reheat_system/m165/pidout
,,BACnet PID,BPID,#olin_reheat_system/m240
,,BACnet PID / Setpoint,BAV,#olin_reheat_system/m240/setpt
,,BACnet PID / Input,BAV,#olin_reheat_system/m240/input
,,BACnet PID / PID out,BAV,#olin_reheat_system/m240/pidout
,Glycol System,,,
,,Glycol DP,BAI,#olin_glycol_system/dp
,,Glycol HWR Temp,BAI,#olin_glycol_system/hwr_temp
,,Glycol HWS Temp,BAI,#olin_glycol_system/hws_temp
,,Glycol Pressure,BAI,#olin_glycol_system/glycol_press
,,HWP-4A Status,BBI,#olin_glycol_system/p4a_status
,,HWP-4 Status,BBI,#olin_glycol_system/p4_status
,,HX-2 Steam Valve,BAO,#olin_glycol_system/stm_vlv_2
,,HX-4A Steam Valve,BAO,#olin_glycol_system/stm_vlv_4a
,,HX-4 Steam Valve,BAO,#olin_glycol_system/stm_vlv
,,P4A VFD Output,BAO,#olin_glycol_system/p4a_vfd_output
,,P4 VFD Output,BAO,#olin_glycol_system/p4_vfd_output
,,Pump 4,BBO,#olin_glycol_system/pump4
,,Pump 4a,BBO,#olin_glycol_system/pump4a
,,chw_load_shed,BAV,#olin_glycol_system/m1116
,,Delta Pressure Setpt,BAV,#olin_glycol_system/dpstpt
,,Fixed Supply Temp Stpt,BAV,#olin_glycol_system/fixed_supply_temp_stpt
,,HWP-1 VFD Speed,BAV,#olin_glycol_system/hwp-1_vfd_hertz
,,HWP-2 VFD Speed,BAV,#olin_glycol_system/hwp-2_vfd_hertz
,,HWS Setpoint,BAV,#olin_glycol_system/hw_setpoint
,,OA Dewpt,BAV,#olin_glycol_system/oa_dewpt
,,point name,BAV,#olin_glycol_system/m325
,,point name,BAV,#olin_glycol_system/m338
,,Proportional In 1,BAV,#olin_glycol_system/prop_in_1
,,Proportional In 2,BAV,#olin_glycol_system/prop_in_2
,,Proportional Out 1,BAV,#olin_glycol_system/prop_out_1
,,Proportional Out 2,BAV,#olin_glycol_system/prop_out_2
,,Runtime,BAV,#olin_glycol_system/runtime1
,,steam_load_shed,BAV,#olin_glycol_system/m622
,,EM Power Pressure Alarm Enable,BBV,#olin_glycol_system/em_press_enbl
,,EM Power Pump Alarm Enable,BBV,#olin_glycol_system/em_pump_enbl
,,EM Power Temp Alarm Enable,BBV,#olin_glycol_system/em_temp_enbl
,,Hot Water Supply Temp Stpt Select,BBV,#olin_glycol_system/hw_supply_temp_stpt_select
,,HX Selector,BBV,#olin_glycol_system/hx_sel
,,Loop 140,BBV,#olin_glycol_system/loop_140
,,Manual Override Lock,BBV,#olin_glycol_system/man_ovrde_lock
,,Manual Override State,BBV,#olin_glycol_system/man_ovrde_state
,,Reset,BBV,#olin_glycol_system/reset
,,Run,BBV,#olin_glycol_system/run
,,Day of Week for Rotation,BMSV,#olin_glycol_system/rotation_day
,,Rotation Method Selector,BMSV,#olin_glycol_system/rotation_method
,,P4_FAIL,BALM,#olin_glycol_system/p1_fail
,,P4_HAND,BALM,#olin_glycol_system/p1_hand
,,P4A_FAIL,BALM,#olin_glycol_system/p2_fail
,,P4A_HAND,BALM,#olin_glycol_system/p2_hand
,,PRESS_HI,BALM,#olin_glycol_system/press_hi
,,PRESS_LO,BALM,#olin_glycol_system/press_lo
,,PREHEAT_PRESS_HI,BALM,#olin_glycol_system/reheat_press_hi
,,PREHEAT_PRESS_LO,BALM,#olin_glycol_system/reheat_press_lo
,,GLYCOL HWST_HI,BALM,#olin_glycol_system/hwst_hi
,,GLYCOL HWST_LO,BALM,#olin_glycol_system/hwst_lo
,,Chilled Water,ANI,#olin_glycol_system/chilled_load_shed
,,Emergency Power,BNI,#olin_glycol_system/em_power
,,OA Humidity,ANI,#olin_glycol_system/oah
,,OA Temp,ANI,#olin_glycol_system/oat
,,Steam,ANI,#olin_glycol_system/steam_load_shed
,,Steam Lo Press,BNI,#olin_glycol_system/stm_lo_press
,,Steam Lo Temp,BNI,#olin_glycol_system/stm_lo_tmp
,,BACnet PID,BPID,#olin_glycol_system/m221
,,BACnet PID / Setpoint,BAV,#olin_glycol_system/m221/setpt
,,BACnet PID / Input,BAV,#olin_glycol_system/m221/input
,,BACnet PID / PID out,BAV,#olin_glycol_system/m221/pidout
,Radiation System,,,
,,Rad DP,BAI,#radiation/dp
,,Radiation HWR Temp,BAI,#radiation/hwr_temp
,,Radiation HWS Temp,BAI,#radiation/hws_temp
,,HWP-6 Status,BBI,#radiation/p6_status
,,HWP-7 Status,BBI,#radiation/p7_status
,,HX-4 Steam Valve,BAO,#radiation/stm_vlv
,,P6 VFD Output,BAO,#radiation/p6_vfd_output
,,P7 VFD Output,BAO,#radiation/p7_vfd_output
,,Pump 6,BBO,#radiation/pump6
,,Pump 7,BBO,#radiation/pump7
,,Delta Pressure Setpt,BAV,#radiation/dpstpt
,,Fixed Supply Air Temp Setpoint,BAV,#radiation/o669
,,HWP-6 VFD Speed,BAV,#radiation/hwp-6_vfd_hertz
,,HWP-7 VFD Speed,BAV,#radiation/hwp-7_vfd_hertz
,,HWS Setpoint,BAV,#radiation/hw_setpoint
,,Runtime,BAV,#radiation/runtime1
,,Glycol Supply Temp Setpoint Method,BBV,#radiation/stpt_select
,,Manual Override Lock,BBV,#radiation/man_ovrde_lock
,,Manual Override State,BBV,#radiation/man_ovrde_state
,,Run,BBV,#radiation/run
,,Rotation Method Selector,BMSV,#radiation/rotation_method
,,P6_FAIL,BALM,#radiation/p6_fail
,,P6_HAND,BALM,#radiation/p6_hand
,,P6_RNTM,BALM,#radiation/p6_rntm
,,P7_FAIL,BALM,#radiation/p7_fail
,,P7_HAND,BALM,#radiation/p7_hand
,,P7_RNTM,BALM,#radiation/p7_rntm
,,PRESS_HI,BALM,#radiation/press_hi
,,PRESS_LO,BALM,#radiation/press_lo
,,Radiation HWST_HI,BALM,#radiation/hwst_hi
,,Radiation HWST_LO,BALM,#radiation/hwst_lo
,,OA Temp,ANI,#radiation/oat
,,Steam Lo Press,BNI,#radiation/stm_lo_press
,,Steam Lo Temp,BNI,#radiation/stm_lo_tmp
,,Stm Load Shed Phase 4,BNI,#radiation/ldshd4
,,Stm Load Shed Phase 5,BNI,#radiation/ldshd5
,Hot Water HX-1 Auditorium Reheats,,,
,,HWR Temp,BAI,#olin_mechanical_room/hot_water_hx-1/hwr_temp
,,HWS Temp,BAI,#olin_mechanical_room/hot_water_hx-1/hws_temp
,,165 OCCUPANCY OVERRIDE SWITCH,BBI,#olin_mechanical_room/hot_water_hx-1/occ_ovrd_switch
,,Pump 1 Status,BBI,#olin_mechanical_room/hot_water_hx-1/p1_status
,,Steam Valve,BAO,#olin_mechanical_room/hot_water_hx-1/stm_vlv
,,Pump 1,BBO,#olin_mechanical_room/hot_water_hx-1/pump1
,,HWS Setpoint,BAV,#olin_mechanical_room/hot_water_hx-1/hw_setpoint
,,Output Override,BAV,#olin_mechanical_room/hot_water_hx-1/htg_ovrde
,,Total Heat Request,BAV,#olin_mechanical_room/hot_water_hx-1/total_ht_req
,,Manual Override Lock,BBV,#olin_mechanical_room/hot_water_hx-1/man_ovrde_lock
,,Manual Override State,BBV,#olin_mechanical_room/hot_water_hx-1/man_ovrde_state
,,Output Override Lock,BBV,#olin_mechanical_room/hot_water_hx-1/htg_ovrde_lock
,,Pump Status,BBV,#olin_mechanical_room/hot_water_hx-1/hw_pump_status
,,Run,BBV,#olin_mechanical_room/hot_water_hx-1/run
,,Zone Occupancy Status,BBV,#olin_mechanical_room/hot_water_hx-1/occ_stat
,,HWST_HI,BALM,#olin_mechanical_room/hot_water_hx-1/hwst_hi
,,HWST_LO,BALM,#olin_mechanical_room/hot_water_hx-1/hwst_lo
,,P1_FAIL,BALM,#olin_mechanical_room/hot_water_hx-1/p1_fail
,,P1_HAND,BALM,#olin_mechanical_room/hot_water_hx-1/p1_hand
,,P1_RNTM,BALM,#olin_mechanical_room/hot_water_hx-1/p1_rntm
,,AHU-1 Status,BNI,#olin_mechanical_room/hot_water_hx-1/ahu1_run
,,Heat Requests #1,POLLTOT,#olin_mechanical_room/hot_water_hx-1/in_heat_req_1
,,Heat Requests #2,POLLTOT,#olin_mechanical_room/hot_water_hx-1/in_heat_req_2
,,Heat Requests #3,POLLTOT,#olin_mechanical_room/hot_water_hx-1/in_heat_req_3
,,Heat Requests #4,POLLTOT,#olin_mechanical_room/hot_water_hx-1/in_heat_req_4
,,NET_OAT,ANI,#olin_mechanical_room/hot_water_hx-1/net_oat
,,Stm Load Shed Phase 1,BNI,#olin_mechanical_room/hot_water_hx-1/ldshd1
,,Stm Load Shed Phase 2,BNI,#olin_mechanical_room/hot_water_hx-1/ldshd2
,,Stm Load Shed Phase 3,BNI,#olin_mechanical_room/hot_water_hx-1/ldshd3
,,Stm Load Shed Phase 4,BNI,#olin_mechanical_room/hot_water_hx-1/ldshd4
,,Stm Load Shed Phase 5,BNI,#olin_mechanical_room/hot_water_hx-1/ldshd5
,AHU-A,,,
,,CC SAT,BAI,#olinhall_ahu-a/cc_sat
,,EHRCoil EAT,BAI,#olinhall_ahu-a/ehrc_air_ent
,,EHRCoil LAH,BAI,#olinhall_ahu-a/ehrc_air_lvg_rh
,,EHRCoil LAT,BAI,#olinhall_ahu-a/ehrc_air_lvg
,,HRC Loop Pressure,BAI,#olinhall_ahu-a/hrc_loop_pressure
,,HW Coil SA Temperature,BAI,#olinhall_ahu-a/hw_coil_sa_temperature
,,OA Filter DP,BAI,#olinhall_ahu-a/oa_filter_dp
,,OA Humidity,BAI,#olinhall_ahu-a/oa_humidity
,,OA Temperature,BAI,#olinhall_ahu-a/oa_temperature
,,SA Humidity,BAI,#olinhall_ahu-a/sa_humidity
,,SA Static Level 2,BAI,#olinhall_ahu-a/sa_static_2
,,SA Static Level 3,BAI,#olinhall_ahu-a/sa_static_3
,,SA Temperature,BAI,#olinhall_ahu-a/sa_temp
,,SHRCoil EWT,BAI,#olinhall_ahu-a/shrc_wtr_ent
,,SHRCoil LAH,BAI,#olinhall_ahu-a/shrc_air_lvg_rh
,,SHRCoil LAT,BAI,#olinhall_ahu-a/shrc_air_lvg
,,SHRCoil LWT,BAI,#olinhall_ahu-a/shrc_wtr_lvg
,,Supply Airflow,BAI,#olinhall_ahu-a/supply_airflow
,,Freezestat,BBI,#olinhall_ahu-a/freezestat
,,F/S Damper Status,BBI,#olinhall_ahu-a/fs_damper_status
,,OA Damper Status,BBI,#olinhall_ahu-a/oa_damper_status
,,Preheat Pump Status,BBI,#olinhall_ahu-a/hwc_pmp_status
,,SA High Static Switch,BBI,#olinhall_ahu-a/sa_high_static_switch
,,SA High Suction Switch,BBI,#olinhall_ahu-a/sa_high_suction_switch
,,Supply Fan1 Status,BBI,#olinhall_ahu-a/supply_fan1_status
,,Supply Fan2 Status,BBI,#olinhall_ahu-a/supply_fan2_status
,,Supply Fan3 Status,BBI,#olinhall_ahu-a/supply_fan3_status
,,Supply Fan4 Status,BBI,#olinhall_ahu-a/supply_fan4_status
,,Supply Fan5 Status,BBI,#olinhall_ahu-a/supply_fan5_status
,,Supply Fan6 Status,BBI,#olinhall_ahu-a/supply_fan6_status
,,System Reset,BBI,#olinhall_ahu-a/system_reset
,,CHW Valve,BAO,#olinhall_ahu-a/chw_valve
,,Preheat Pump Speed,BAO,#olinhall_ahu-a/hc_pump_speed
,,Preheat Valve,BAO,#olinhall_ahu-a/preheat_valve
,,Supply Fan Speed,BAO,#olinhall_ahu-a/supply_fan_speed
,,F/S Damper Open/Close,BBO,#olinhall_ahu-a/fs_damper_oc
,,OA Damper Open/Close,BBO,#olinhall_ahu-a/oa_damper_oc
,,Preheat Pump S/S,BBO,#olinhall_ahu-a/pht_hwc_pmp
,,SF Start/Stop,BBO,#olinhall_ahu-a/sf_ss
,,System Reset Light,BBO,#olinhall_ahu-a/system_reset_light
,,System Reset Relay,BBO,#olinhall_ahu-a/system_reset_relay
,,AHU Max Design Supply Airflow,BAV,#olinhall_ahu-a/design_sflow
,,chw_load_shed,BAV,#olinhall_ahu-a/m1116
,,Fixed Static Setpt,BAV,#olinhall_ahu-a/fixed_setpt
,,HWCSAT Deviation,BAV,#olinhall_ahu-a/hwcsat_dev
,,Min Heating Coil Temp,BAV,#olinhall_ahu-a/min_heating_coil_temp
,,OA Dewpt,BAV,#olinhall_ahu-a/oa_dewpt
,,Percent of Design Supply Airflow,BAV,#olinhall_ahu-a/pct_dsgn_sflow
,,SAT Deviation,BAV,#olinhall_ahu-a/sat_dev
,,SF VFD Freq,BAV,#olinhall_ahu-a/sf_vfd_freq
,,steam_load_shed,BAV,#olinhall_ahu-a/m726
,,Supply Air Temp Setpoint,BAV,#olinhall_ahu-a/sa_stpt
,,Supply Static Deviation,BAV,#olinhall_ahu-a/supply_static_dev
,,Supply Static Pressure,BAV,#olinhall_ahu-a/dstpr
,,Supply Static Pressure Setpoint,BAV,#olinhall_ahu-a/supply_static_pressure_stpt
,,System Runtime Request,BAV,#olinhall_ahu-a/sys_req_rntm
,,Total Cool Request,BAV,#olinhall_ahu-a/total_cl_req
,,Total Heat Request,BAV,#olinhall_ahu-a/total_ht_req
,,Total Supply Airflow Requests,BAV,#olinhall_ahu-a/total_sair_req
,,Total Zone Supply Airflow,BAV,#olinhall_ahu-a/total_zone_sflow
,,AHU Status,BBV,#olinhall_ahu-a/ahu_status
,,CHW Increase SAT 5,BBV,#olinhall_ahu-a/chw_increase_sat_5
,,CHW Increase SAT 10,BBV,#olinhall_ahu-a/chw_increase_sat_10
