,,Chilled Water,ANI,#bard-ahu-1-2/chilled_load_shed
,,Emergency Power,BNI,#bard-ahu-1-2/em_power
,,Max Zone Supply Airflow #1,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_1
,,Max Zone Supply Airflow #2,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_2
,,Max Zone Supply Airflow #3,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_3
,,Max Zone Supply Airflow #4,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_4
,,Max Zone Supply Airflow #5,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_5
,,Max Zone Supply Airflow #6,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_6
,,Max Zone Supply Airflow #7,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_7
,,Max Zone Supply Airflow #8,POLLTOT,#bard-ahu-1-2/in_max_zn_sflow_8
,,Min Zone Supply Airflow #1,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_1
,,Min Zone Supply Airflow #2,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_2
,,Min Zone Supply Airflow #3,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_3
,,Min Zone Supply Airflow #4,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_4
,,Min Zone Supply Airflow #5,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_5
,,Min Zone Supply Airflow #6,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_6
,,Min Zone Supply Airflow #7,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_7
,,Min Zone Supply Airflow #8,POLLTOT,#bard-ahu-1-2/in_min_zn_sflow_8
,,Non-Lab Schedule Active #1,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_1
,,Non-Lab Schedule Active #2,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_2
,,Non-Lab Schedule Active #3,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_3
,,Non-Lab Schedule Active #4,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_4
,,Non-Lab Schedule Active #5,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_5
,,Non-Lab Schedule Active #6,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_6
,,Non-Lab Schedule Active #7,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_7
,,Non-Lab Schedule Active #8,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_8
,,Non-Lab Schedule Active #9,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_9
,,Non-Lab Schedule Active #10,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_10
,,Non-Lab Schedule Active #11,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_11
,,Non-Lab Schedule Active #12,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_active_12
,,Non-Lab Schedule Count #1,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_1
,,Non-Lab Schedule Count #2,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_2
,,Non-Lab Schedule Count #3,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_3
,,Non-Lab Schedule Count #4,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_4
,,Non-Lab Schedule Count #5,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_5
,,Non-Lab Schedule Count #6,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_6
,,Non-Lab Schedule Count #7,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_7
,,Non-Lab Schedule Count #8,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_8
,,Non-Lab Schedule Count #9,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_9
,,Non-Lab Schedule Count #10,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_10
,,Non-Lab Schedule Count #11,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_11
,,Non-Lab Schedule Count #12,POLLTOT,#bard-ahu-1-2/in_non-lab_schedule_count_12
,,Non-Lab Setback Active #1,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_1
,,Non-Lab Setback Active #2,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_2
,,Non-Lab Setback Active #3,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_3
,,Non-Lab Setback Active #4,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_4
,,Non-Lab Setback Active #5,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_5
,,Non-Lab Setback Active #6,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_6
,,Non-Lab Setback Active #7,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_7
,,Non-Lab Setback Active #8,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_8
,,Non-Lab Setback Active #9,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_9
,,Non-Lab Setback Active #10,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_10
,,Non-Lab Setback Active #11,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_11
,,Non-Lab Setback Active #12,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_active_12
,,Non-Lab Setback Count #1,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_1
,,Non-Lab Setback Count #2,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_2
,,Non-Lab Setback Count #3,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_3
,,Non-Lab Setback Count #4,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_4
,,Non-Lab Setback Count #5,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_5
,,Non-Lab Setback Count #6,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_6
,,Non-Lab Setback Count #7,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_7
,,Non-Lab Setback Count #8,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_8
,,Non-Lab Setback Count #9,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_9
,,Non-Lab Setback Count #10,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_10
,,Non-Lab Setback Count #11,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_11
,,Non-Lab Setback Count #12,POLLTOT,#bard-ahu-1-2/in_non-lab_setback_count_12
,,OA Humidity,ANI,#bard-ahu-1-2/oah
,,Steam,ANI,#bard-ahu-1-2/steam_load_shed
,,Total Zone Supply Airflow #1,POLLTOT,#bard-ahu-1-2/in_sflow_tot_1
,,Total Zone Supply Airflow #2,POLLTOT,#bard-ahu-1-2/in_sflow_tot_2
,,Total Zone Supply Airflow #3,POLLTOT,#bard-ahu-1-2/in_sflow_tot_3
,,Total Zone Supply Airflow #4,POLLTOT,#bard-ahu-1-2/in_sflow_tot_4
,,Total Zone Supply Airflow #5,POLLTOT,#bard-ahu-1-2/in_sflow_tot_5
,,Total Zone Supply Airflow #6,POLLTOT,#bard-ahu-1-2/in_sflow_tot_6
,,Total Zone Supply Airflow #7,POLLTOT,#bard-ahu-1-2/in_sflow_tot_7
,,Total Zone Supply Airflow #8,POLLTOT,#bard-ahu-1-2/in_sflow_tot_8
,,Unocc Min Zone Supply Airflow #1,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_1
,,Unocc Min Zone Supply Airflow #2,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_2
,,Unocc Min Zone Supply Airflow #3,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_3
,,Unocc Min Zone Supply Airflow #4,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_4
,,Unocc Min Zone Supply Airflow #5,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_5
,,Unocc Min Zone Supply Airflow #6,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_6
,,Unocc Min Zone Supply Airflow #7,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_7
,,Unocc Min Zone Supply Airflow #8,POLLTOT,#bard-ahu-1-2/in_unocc_min_zn_sflow_8
,,BACnet PID,BPID,#bard-ahu-1-2/m139
,,BACnet PID / Setpoint,BAV,#bard-ahu-1-2/m139/setpt
,,BACnet PID / Input,BAV,#bard-ahu-1-2/m139/input
,,BACnet PID / PID out,BAV,#bard-ahu-1-2/m139/pidout
,,BACnet PID,BPID,#bard-ahu-1-2/m141
,,BACnet PID / Setpoint,BAV,#bard-ahu-1-2/m141/setpt
,,BACnet PID / Input,BAV,#bard-ahu-1-2/m141/input
,,BACnet PID / PID out,BAV,#bard-ahu-1-2/m141/pidout
,,BACnet PID,BPID,#bard-ahu-1-2/m245
,,BACnet PID / Setpoint,BAV,#bard-ahu-1-2/m245/setpt
,,BACnet PID / Input,BAV,#bard-ahu-1-2/m245/input
,,BACnet PID / PID out,BAV,#bard-ahu-1-2/m245/pidout
,,BACnet PID,BPID,#bard-ahu-1-2/m466
,,BACnet PID / Setpoint,BAV,#bard-ahu-1-2/m466/setpt
,,BACnet PID / Input,BAV,#bard-ahu-1-2/m466/input
,,BACnet PID / PID out,BAV,#bard-ahu-1-2/m466/pidout
,Main EF System and associated Heat Recovery System,,,
,,AHU1 HRCoil LAT,BAI,#bard_heat_recovery_ef_system/ahu1_hrc_air_lvg
,,AHU1 HRCoil LAT-2,BAI,#bard_heat_recovery_ef_system/ahu1_hrc_air_lvg2
,,AHU1 HRCoil LWT,BAI,#bard_heat_recovery_ef_system/ahu1_hrc_wtr_lvg
,,AHU2 HRCoil LAT,BAI,#bard_heat_recovery_ef_system/ahu2_hrc_air_lvg
,,AHU2 HRCoil LAT-2,BAI,#bard_heat_recovery_ef_system/ahu2_hrc_air_lvg2
,,AHU2 HRCoil LWT,BAI,#bard_heat_recovery_ef_system/ahu2_hrc_wtr_lvg
,,AHU-1 AirFlow,BAI,#bard_heat_recovery_ef_system/ahu1_flow
,,AHU-2 AirFlow,BAI,#bard_heat_recovery_ef_system/ahu2_flow
,,Bldg Exhaust Airflow-1,BAI,#bard_heat_recovery_ef_system/exhaust_flow-1
,,Bldg Exhaust Airflow-2,BAI,#bard_heat_recovery_ef_system/exhaust_flow-2
,,EA Static Pressure,BAI,#bard_heat_recovery_ef_system/ea_static_pressure
,,EF-1 Airflow,BAI,#bard_heat_recovery_ef_system/ef_1_flow
,,EF-1 Current,BAI,#bard_heat_recovery_ef_system/ef1_amps
,,EF-2 Airflow,BAI,#bard_heat_recovery_ef_system/ef-2_flow
,,EF-2 Current,BAI,#bard_heat_recovery_ef_system/ef2_amps
,,EHRCoil EAT,BAI,#bard_heat_recovery_ef_system/ehrc_air_ent
,,EHRCoil EWT,BAI,#bard_heat_recovery_ef_system/ehrc_wtr_ent
,,EHRCoil LAT,BAI,#bard_heat_recovery_ef_system/ehrc_air_lvg
,,EHRCoil LAT-2,BAI,#bard_heat_recovery_ef_system/ehrc_air_lvg-2
,,EHRCoil LWT,BAI,#bard_heat_recovery_ef_system/ehrc_wtr_lvg
,,HRC Loop Pressure,BAI,#bard_heat_recovery_ef_system/hrc_loop_pressure
,,HRC Pump Current,BAI,#bard_heat_recovery_ef_system/pump_amps
,,EF-1 Isolation Damper Endswitch,BBI,#bard_heat_recovery_ef_system/lef_1_iso_es
,,EF-2 Isolation Damper Endswitch,BBI,#bard_heat_recovery_ef_system/lef_2_iso_es
,,EF-1 VSD Speed,BAO,#bard_heat_recovery_ef_system/lef_1_speed
,,EF-2 VSD Speed,BAO,#bard_heat_recovery_ef_system/lef_2_speed
,,EF Bypass Damper,BAO,#bard_heat_recovery_ef_system/ef_bypass_damper
,,HRC Pump Speed,BAO,#bard_heat_recovery_ef_system/hrc_pump_speed
,,EF1 Isolation Damper,BBO,#bard_heat_recovery_ef_system/ef1_iso
,,EF2 Isolation Damper,BBO,#bard_heat_recovery_ef_system/ef2_iso
,,Exhaust Fan 1 S/S,BBO,#bard_heat_recovery_ef_system/exhaust_fan1_start_stop
,,Exhaust Fan 2 S/S,BBO,#bard_heat_recovery_ef_system/exhaust_fan2_start_stop
,,HRC Pump Start/Stop,BBO,#bard_heat_recovery_ef_system/hrc_pmp_command
,,Anti-Frost Enable,BAV,#bard_heat_recovery_ef_system/anti-frost_enable
,,Default Pump Speed,BAV,#bard_heat_recovery_ef_system/pump_speed_setpt
,,EF1 Air Flow Stpt AV,BAV,#bard_heat_recovery_ef_system/ef_1_airflow_stpt_av
,,EF2 Air Flow Stpt AV,BAV,#bard_heat_recovery_ef_system/ef_2_airflow_stpt_av
,,EF-1 VFD Freq,BAV,#bard_heat_recovery_ef_system/ef_1_vfd_freq
,,EF-2 VFD Freq,BAV,#bard_heat_recovery_ef_system/ef_2_vfd_freq
,,Efficiency %,BAV,#bard_heat_recovery_ef_system/efficiency_pct
,,Energy recovery TD,BAV,#bard_heat_recovery_ef_system/er_td
,,Exhaust Fan-1 Max Speed,BAV,#bard_heat_recovery_ef_system/exhaust_fan_1_max_speed
,,Exhaust Fan-1 Min Speed,BAV,#bard_heat_recovery_ef_system/exhaust_fan_1_min_speed
,,Exhaust Fan-2 Max Speed,BAV,#bard_heat_recovery_ef_system/exhaust_fan_2_max_speed
,,Exhaust Fan-2 Min Speed,BAV,#bard_heat_recovery_ef_system/exhaust_fan_2_min_speed
,,Exhaust Static Deviation,BAV,#bard_heat_recovery_ef_system/exhaust_static_dev
,,Exhaust Static Pressure AV,BAV,#bard_heat_recovery_ef_system/estpr
,,Exh Static Stpt AV,BAV,#bard_heat_recovery_ef_system/exh_press_stpt_av
,,Runtime,BAV,#bard_heat_recovery_ef_system/runtime1
,,SAT Setpt,BAV,#bard_heat_recovery_ef_system/sat_sp
,,Sensible BTU,BAV,#bard_heat_recovery_ef_system/sensible_btu
,,Total Airflow Requests,BAV,#bard_heat_recovery_ef_system/total_air_req
,,Total SFlow,BAV,#bard_heat_recovery_ef_system/tot_sflow
,,Anti-Frost Mode,BBV,#bard_heat_recovery_ef_system/anti-frost_mode
,,EF Status,BBV,#bard_heat_recovery_ef_system/exhaust_fan_status
,,EM Power Damper Alarm Enable,BBV,#bard_heat_recovery_ef_system/em_damper_enbl
,,EM Power Fan Alarm Enable,BBV,#bard_heat_recovery_ef_system/em_fan_enbl
,,EM Power Filter Alarm Enable,BBV,#bard_heat_recovery_ef_system/em_filter_enbl
,,EM Power Flow Alarm Enable,BBV,#bard_heat_recovery_ef_system/em_flow_enbl
,,EM Power Humidity Alarm Enable,BBV,#bard_heat_recovery_ef_system/em_humidity_enbl
,,EM Power Pressure Alarm Enable,BBV,#bard_heat_recovery_ef_system/em_pressure_enbl
,,EM Power Temp Alarm Enable,BBV,#bard_heat_recovery_ef_system/em_temp_enbl
,,Intermediate Mode,BBV,#bard_heat_recovery_ef_system/intermediate_mode
,,Manual Override Lock,BBV,#bard_heat_recovery_ef_system/man_ovrde_lock
,,Manual Override State,BBV,#bard_heat_recovery_ef_system/man_ovrde_state
,,point name,BBV,#bard_heat_recovery_ef_system/m775
,,Run,BBV,#bard_heat_recovery_ef_system/run
,,Summer Mode,BBV,#bard_heat_recovery_ef_system/summer_mode
,,Winter Mode,BBV,#bard_heat_recovery_ef_system/winter_mode
,,Rotation Method Selector,BMSV,#bard_heat_recovery_ef_system/rotation_method
,,EA_1_CFM_ERROR,BALM,#bard_heat_recovery_ef_system/ea_1_cfm_error
,,EA_2_CFM_ERROR,BALM,#bard_heat_recovery_ef_system/ea_2_cfm_error
,,EA_CFM_ERROR,BALM,#bard_heat_recovery_ef_system/ea_cfm_error
,,EF-1_FAIL,BALM,#bard_heat_recovery_ef_system/exhaust_fan_1_fail
,,EF-1_HAND,BALM,#bard_heat_recovery_ef_system/ef-1_hand
,,EF-2_FAIL,BALM,#bard_heat_recovery_ef_system/exhaust_fan_2_fail
,,EF-2_HAND,BALM,#bard_heat_recovery_ef_system/ef_2_hand
,,EFFICIENCY_ALARM,BALM,#bard_heat_recovery_ef_system/efficiency_alarm
,,EFSP_HI,BALM,#bard_heat_recovery_ef_system/efsp_hi
,,EFSP_LO,BALM,#bard_heat_recovery_ef_system/efsp_lo
,,HRCP_FAIL,BALM,#bard_heat_recovery_ef_system/hrcp_fail
,,HRCP_HAND,BALM,#bard_heat_recovery_ef_system/hrcp_hand
,,HR System Low Pressure,BALM,#bard_heat_recovery_ef_system/hrc_lowpress
,,ISO_DMP_1_FAIL,BALM,#bard_heat_recovery_ef_system/isolation_damper_1_fail
,,ISO_DMP_1_HAND,BALM,#bard_heat_recovery_ef_system/isolation_damper_1_hand
,,ISO_DMP_2_FAIL,BALM,#bard_heat_recovery_ef_system/isolation_damper_2_fail
,,ISO_DMP_2_HAND,BALM,#bard_heat_recovery_ef_system/isolation_damper_2_hand
,,AHU-1 Run,BNI,#bard_heat_recovery_ef_system/ahu1_run
,,Airflow Requests #1,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_1
,,Airflow Requests #2,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_2
,,Airflow Requests #3,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_3
,,Airflow Requests #4,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_4
,,Airflow Requests #5,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_5
,,Airflow Requests #6,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_6
,,Airflow Requests #8,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_8
,,Airflow Requests #9,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_9
,,Airflow Requests #10,POLLTOT,#bard_heat_recovery_ef_system/in_air_req_10
,,Emergency Power,BNI,#bard_heat_recovery_ef_system/em_power
,,OA Humidity,ANI,#bard_heat_recovery_ef_system/oah
,,OA Temp,ANI,#bard_heat_recovery_ef_system/oat
,,Exhaust Fan 1 VSD BACnet PID,BPID,#bard_heat_recovery_ef_system/exhaust_fan_1_vsd_bacnet_pid
,,Exhaust Fan 1 VSD BACnet PID / Setpoint,BAV,#bard_heat_recovery_ef_system/exhaust_fan_1_vsd_bacnet_pid/setpt
,,Exhaust Fan 1 VSD BACnet PID / Input,BAV,#bard_heat_recovery_ef_system/exhaust_fan_1_vsd_bacnet_pid/input
,,Exhaust Fan 1 VSD BACnet PID / PID out,BAV,#bard_heat_recovery_ef_system/exhaust_fan_1_vsd_bacnet_pid/pidout
,,Exhaust Fan 2 VSD BACnet PID,BPID,#bard_heat_recovery_ef_system/exhaust_fan_2_vsd_bacnet_pid
,,Exhaust Fan 2 VSD BACnet PID / Setpoint,BAV,#bard_heat_recovery_ef_system/exhaust_fan_2_vsd_bacnet_pid/setpt
,,Exhaust Fan 2 VSD BACnet PID / Input,BAV,#bard_heat_recovery_ef_system/exhaust_fan_2_vsd_bacnet_pid/input
,,Exhaust Fan 2 VSD BACnet PID / PID out,BAV,#bard_heat_recovery_ef_system/exhaust_fan_2_vsd_bacnet_pid/pidout
,,Exhaust Fan Bypass Damper BACnet PID,BPID,#bard_heat_recovery_ef_system/exhaust_fan_bypass_damper_bacnet_pid
,,Exhaust Fan Bypass Damper BACnet PID / Setpoint,BAV,#bard_heat_recovery_ef_system/exhaust_fan_bypass_damper_bacnet_pid/setpt
,,Exhaust Fan Bypass Damper BACnet PID / Input,BAV,#bard_heat_recovery_ef_system/exhaust_fan_bypass_damper_bacnet_pid/input
,,Exhaust Fan Bypass Damper BACnet PID / PID out,BAV,#bard_heat_recovery_ef_system/exhaust_fan_bypass_damper_bacnet_pid/pidout
,Penthouse Preheat System,,,
,,GLYCOLDP,BAI,#bard_penthouse_preheat/hw_dp
,,GLYRETTE,BAI,#bard_penthouse_preheat/return_temperature
,,GLYSUPTE,BAI,#bard_penthouse_preheat/supply_water_temperature
,,GLYP1RUN,BBI,#bard_penthouse_preheat/pump_16_status
,,GLY-VLV,BAO,#bard_penthouse_preheat/steam_valve
,,PUMP-SPD,BAO,#bard_penthouse_preheat/pump_speed
,,GLYPMPSS,BBO,#bard_penthouse_preheat/p_ss
,,Delta Pressure Setpt,BAV,#bard_penthouse_preheat/dpstpt
,,Differential Pressure Setpoint,BAV,#bard_penthouse_preheat/dp_stpt
,,Fixed Supply Temp Stpt,BAV,#bard_penthouse_preheat/fixed_supply_temp_stpt
,,HWS Setpoint,BAV,#bard_penthouse_preheat/hw_setpoint
,,OA Dewpoint,BAV,#bard_penthouse_preheat/oa_dewpoint
,,P1 VFD Freq,BAV,#bard_penthouse_preheat/p1_vfd_freq
,,point name,BAV,#bard_penthouse_preheat/m005
,,point name,BAV,#bard_penthouse_preheat/m006
,,Proportional In 1,BAV,#bard_penthouse_preheat/prop_in_1
,,Proportional In 2,BAV,#bard_penthouse_preheat/prop_in_2
,,Proportional Out 1,BAV,#bard_penthouse_preheat/prop_out_1
,,Proportional Out 2,BAV,#bard_penthouse_preheat/prop_out_2
,,SA Static Pressure,BAV,#bard_penthouse_preheat/dstpr
,,SAT Deviation,BAV,#bard_penthouse_preheat/sat_dev
,,Supply Static Deviation,BAV,#bard_penthouse_preheat/supply_static_dev
,,Hot Water Supply Temp Stpt Select,BBV,#bard_penthouse_preheat/hw_supply_temp_stpt_select
,,Manual Override Lock,BBV,#bard_penthouse_preheat/man_ovrde_lock
,,Manual Override State,BBV,#bard_penthouse_preheat/man_ovrde_state
,,Run,BBV,#bard_penthouse_preheat/run
,,HWRT_ERROR,BALM,#bard_penthouse_preheat/hwrt_error
,,HWST_ERROR,BALM,#bard_penthouse_preheat/hwst_error
,,HWST_HI,BALM,#bard_penthouse_preheat/hwst_hi
,,HWST_LO,BALM,#bard_penthouse_preheat/hwst_lo
,,PUMP_FAIL,BALM,#bard_penthouse_preheat/p16_fail
,,P16_HAND,BALM,#bard_penthouse_preheat/p16_hand
,,PRESS_HI,BALM,#bard_penthouse_preheat/press_hi
,,PRESS_LO,BALM,#bard_penthouse_preheat/press_lo
,,OA Humidity,ANI,#bard_penthouse_preheat/oah
,,OA Temp,ANI,#bard_penthouse_preheat/oat
,,BACnet PID,BPID,#bard_penthouse_preheat/m165
,,BACnet PID / Setpoint,BAV,#bard_penthouse_preheat/m165/setpt
,,BACnet PID / Input,BAV,#bard_penthouse_preheat/m165/input
,,BACnet PID / PID out,BAV,#bard_penthouse_preheat/m165/pidout
,,BACnet PID,BPID,#bard_penthouse_preheat/m240
