Point List,,,,
,,Setpoint / Heating Unoccupied Setpoint,BAV,#baker_lab_b00ce_vav-bx1/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#baker_lab_b00ce_vav-bx1/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#baker_lab_b00ce_vav-bx1/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#baker_lab_b00ce_vav-bx1/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#baker_lab_b00ce_vav-bx1/setpt/effective_heat_setpoint
,,Supply Air Temp,BAI,#baker_lab_b00ce_vav-bx1/sat
,,Zone Temp,ASVI,#baker_lab_b00ce_vav-bx1/zone_temp
,,Reheat Valve,BAO,#baker_lab_b00ce_vav-bx1/hwv
,,Active Zone,BAV,#baker_lab_b00ce_vav-bx1/active_zones
,,chw_load_shed,BAV,#baker_lab_b00ce_vav-bx1/m344
,,Color,BAV,#baker_lab_b00ce_vav-bx1/color_av
,,Cooling Percent,BAV,#baker_lab_b00ce_vav-bx1/cooling_percent_av
,,Cooling Setpoint,BAV,#baker_lab_b00ce_vav-bx1/cooling_setpoint_av
,,Cool Request,BAV,#baker_lab_b00ce_vav-bx1/cool_request
,,EI Weighting,BAV,#baker_lab_b00ce_vav-bx1/ei_weight
,,Environmental Index Count,BAV,#baker_lab_b00ce_vav-bx1/item_count
,,Heating Percent,BAV,#baker_lab_b00ce_vav-bx1/heating_percent_av
,,Heating Setpoint,BAV,#baker_lab_b00ce_vav-bx1/heating_setpoint_av
,,Heat Request,BAV,#baker_lab_b00ce_vav-bx1/heat_request
,,Max Supply Air Temp Setpoint,BAV,#baker_lab_b00ce_vav-bx1/max_supply_air_temp_stpt
,,Metric,BAV,#baker_lab_b00ce_vav-bx1/metric_conv
,,OA Humidity,BAV,#baker_lab_b00ce_vav-bx1/oa_humidity
,,OA Temperature,BAV,#baker_lab_b00ce_vav-bx1/oa_temperature
,,point name,BAV,#baker_lab_b00ce_vav-bx1/m339
,,Run Request,BAV,#baker_lab_b00ce_vav-bx1/sys_run_req
,,SAT Setpt,BAV,#baker_lab_b00ce_vav-bx1/sat_setpt_av
,,Setpoint Adjust,BAV,#baker_lab_b00ce_vav-bx1/sp_adj_av
,,steam_load_shed,BAV,#baker_lab_b00ce_vav-bx1/m361
,,Supply Damper Position,BAV,#baker_lab_b00ce_vav-bx1/sdmpr_pos
,,Supply Flow,BAV,#baker_lab_b00ce_vav-bx1/sflow
,,Supply Flow Setpoint,BAV,#baker_lab_b00ce_vav-bx1/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#baker_lab_b00ce_vav-bx1/sup_flo_stpt_dev
,,Zone EI Time Satisfied,BAV,#baker_lab_b00ce_vav-bx1/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#baker_lab_b00ce_vav-bx1/total_weight
,,Zone Environmental Index,BAV,#baker_lab_b00ce_vav-bx1/zn_enviro_indx
,,Zone Temp,BAV,#baker_lab_b00ce_vav-bx1/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#baker_lab_b00ce_vav-bx1/enviro_windx
,,Airflow Request,BBV,#baker_lab_b00ce_vav-bx1/air_request
,,EM Power DAT Alarm Enable,BBV,#baker_lab_b00ce_vav-bx1/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#baker_lab_b00ce_vav-bx1/em_flow_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#baker_lab_b00ce_vav-bx1/em_zone_enbl
,,Energy Saving,BBV,#baker_lab_b00ce_vav-bx1/energy_saving
,,General Maintenance,BBV,#baker_lab_b00ce_vav-bx1/general_maintenance
,,General Zone Alarm,BBV,#baker_lab_b00ce_vav-bx1/general_zone_alarm
,,Local Occupied,BBV,#baker_lab_b00ce_vav-bx1/local_occupied_bv
,,Occupancy,BBV,#baker_lab_b00ce_vav-bx1/occ_status
,,Occupied,BBV,#baker_lab_b00ce_vav-bx1/occupied_bv
,,point name,BBV,#baker_lab_b00ce_vav-bx1/m337
,,point name,BBV,#baker_lab_b00ce_vav-bx1/m457
,,schedule,BBV,#baker_lab_b00ce_vav-bx1/schedule
,,Scheduled Occupied,BBV,#baker_lab_b00ce_vav-bx1/scheduled_occupied_bv
,,Vacancy,BBV,#baker_lab_b00ce_vav-bx1/vacancy
,,Vacancy Mode Status,BBV,#baker_lab_b00ce_vav-bx1/vac_stat
,,point name,BMSV,#baker_lab_b00ce_vav-bx1/m381
,,Zone Mode Status Display,BMSV,#baker_lab_b00ce_vav-bx1/zone_mode_status_display
,,DAT_ERROR_ALRM,BALM,#baker_lab_b00ce_vav-bx1/dat_error_alrm
,,Supply Flow Alarm,BALM,#baker_lab_b00ce_vav-bx1/supply_flo_alrm
,,Zone Temp Alarm,BALM,#baker_lab_b00ce_vav-bx1/ztmp_alrm
,,ZS Alarm,BALM,#baker_lab_b00ce_vav-bx1/zs_alrm
,,AHU Fan Status,BNI2,#baker_lab_b00ce_vav-bx1/ahu_status
,,AHU Static Pressure,ANI,#baker_lab_b00ce_vav-bx1/ahu_static
,,Chilled Water,ANI,#baker_lab_b00ce_vav-bx1/chilled_load_shed
,,CHW System Status,BNI2,#baker_lab_b00ce_vav-bx1/chw_system_status
,,EAHU Fan Status,BNI2,#baker_lab_b00ce_vav-bx1/eahu_status
,,EAHU Suction Pressure,ANI,#baker_lab_b00ce_vav-bx1/eahu_suction
,,Emergency Power,BNI,#baker_lab_b00ce_vav-bx1/em_power
,,Entering Air Temp,ANI,#baker_lab_b00ce_vav-bx1/ahu_dat
,,HW System Status,BNI2,#baker_lab_b00ce_vav-bx1/hw_system_status
,,OA Humidity,ANI,#baker_lab_b00ce_vav-bx1/oah
,,OA Temp,ANI,#baker_lab_b00ce_vav-bx1/oat
,,Setpt Adjust,ANI,#baker_lab_b00ce_vav-bx1/setpt_adj
,,Steam,ANI,#baker_lab_b00ce_vav-bx1/steam_load_shed
,,BACnet PID,BPID,#baker_lab_b00ce_vav-bx1/m358
,,BACnet PID / Setpoint,BAV,#baker_lab_b00ce_vav-bx1/m358/setpt
,,BACnet PID / Input,BAV,#baker_lab_b00ce_vav-bx1/m358/input
,,BACnet PID / PID out,BAV,#baker_lab_b00ce_vav-bx1/m358/pidout
,B00UE (VAV-BD2),,,
,,Supply Flow Control,BAF,#baker_lab_b00ue_vav-bd2/air_flow
,,Supply Flow Control / Flow Input,BAI,#baker_lab_b00ue_vav-bd2/air_flow/flow_input
,,Exhaust Flow Control,BAF,#baker_lab_b00ue_vav-bd2/exh_air_flow
,,Exhaust Flow Control / Flow Input,BAI,#baker_lab_b00ue_vav-bd2/exh_air_flow/flow_input
,,Zone Temp,BRS,#baker_lab_b00ue_vav-bd2/lstat
,,Zone Temp / Zone Temp,BAI,#baker_lab_b00ue_vav-bd2/lstat/zone_temp
,,Zone Temp / Override Time Remaining,BAV,#baker_lab_b00ue_vav-bd2/lstat/override_time_remaining
,,Discharge Temp,BAI,#baker_lab_b00ue_vav-bd2/da_temp
,,Heating Valve,BAO,#baker_lab_b00ue_vav-bd2/hw_valve
,,Active Zone,BAV,#baker_lab_b00ue_vav-bd2/active_zones
,,Airflow,BAV,#baker_lab_b00ue_vav-bd2/flow
,,Airflow Setpoint,BAV,#baker_lab_b00ue_vav-bd2/flow_sp
,,chw_load_shed,BAV,#baker_lab_b00ue_vav-bd2/m344
,,Cool Request,BAV,#baker_lab_b00ue_vav-bd2/cool_request
,,Damper Position,BAV,#baker_lab_b00ue_vav-bd2/dmpr_pos
,,EI Weighting,BAV,#baker_lab_b00ue_vav-bd2/ei_weight
,,Environmental Index Count,BAV,#baker_lab_b00ue_vav-bd2/item_count
,,Exh Airflow Setpoint,BAV,#baker_lab_b00ue_vav-bd2/eflow_sp
,,Exh Damper Position,BAV,#baker_lab_b00ue_vav-bd2/edmpr_pos
,,Heat Request,BAV,#baker_lab_b00ue_vav-bd2/heat_request
,,Metric,BAV,#baker_lab_b00ue_vav-bd2/metric_conv
,,Min Airflow,BAV,#baker_lab_b00ue_vav-bd2/min_cfm
,,Run Request,BAV,#baker_lab_b00ue_vav-bd2/sys_run_req
,,SA Setpt,BAV,#baker_lab_b00ue_vav-bd2/sa_setpt
,,steam_load_shed,BAV,#baker_lab_b00ue_vav-bd2/m361
,,Zone EI Time Satisfied,BAV,#baker_lab_b00ue_vav-bd2/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#baker_lab_b00ue_vav-bd2/total_weight
,,Zone Environmental Index,BAV,#baker_lab_b00ue_vav-bd2/zn_enviro_indx
,,Zone Weighted Environmental Index,BAV,#baker_lab_b00ue_vav-bd2/enviro_windx
,,Airflow Request,BBV,#baker_lab_b00ue_vav-bd2/air_request
,,Exh Airflow Request,BBV,#baker_lab_b00ue_vav-bd2/eair_request
,,Occupancy,BBV,#baker_lab_b00ue_vav-bd2/occ
,,Override,BBV,#baker_lab_b00ue_vav-bd2/ovrd
,,point name,BBV,#baker_lab_b00ue_vav-bd2/m457
,,Run,BBV,#baker_lab_b00ue_vav-bd2/run
,,Schedule,BBV,#baker_lab_b00ue_vav-bd2/schedule
,,point name,BMSV,#baker_lab_b00ue_vav-bd2/m381
,,DAT_HI,BALM,#baker_lab_b00ue_vav-bd2/dat_hi
,,DAT_LO,BALM,#baker_lab_b00ue_vav-bd2/dat_lo
,,HW_VALVE_FAIL,BALM,#baker_lab_b00ue_vav-bd2/hw_valve_fail
,,ZTMP_HI,BALM,#baker_lab_b00ue_vav-bd2/ztmp_hi
,,ZTMP_LO,BALM,#baker_lab_b00ue_vav-bd2/ztmp_lo
,,AHU SA Temp,ANI,#baker_lab_b00ue_vav-bd2/ahu_sat
,,Chilled Water,ANI,#baker_lab_b00ue_vav-bd2/chilled_load_shed
,,OA Temp,ANI,#baker_lab_b00ue_vav-bd2/oat
,,Steam,ANI,#baker_lab_b00ue_vav-bd2/steam_load_shed
,B08 (VAV-BL1),,,
,,Supply Flow Control,BAF,#baker_lab_b08_vav-bl1/supply_airflow
,,Supply Flow Control / Flow Input,BAI,#baker_lab_b08_vav-bl1/supply_airflow/flow_input
,,Setpoint,BSPTCS,#baker_lab_b08_vav-bl1/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#baker_lab_b08_vav-bl1/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#baker_lab_b08_vav-bl1/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#baker_lab_b08_vav-bl1/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#baker_lab_b08_vav-bl1/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#baker_lab_b08_vav-bl1/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#baker_lab_b08_vav-bl1/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#baker_lab_b08_vav-bl1/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#baker_lab_b08_vav-bl1/setpt/effective_heat_setpoint
,,Supply Air Temp,BAI,#baker_lab_b08_vav-bl1/sat
,,Zone Temp,ASVI,#baker_lab_b08_vav-bl1/zone_temp
,,Occupancy Sensor,BBI,#baker_lab_b08_vav-bl1/occ1
,,Reheat Valve,BAO,#baker_lab_b08_vav-bl1/hwv
,,Active Zone,BAV,#baker_lab_b08_vav-bl1/active_zones
,,chw_load_shed,BAV,#baker_lab_b08_vav-bl1/m344
,,Color,BAV,#baker_lab_b08_vav-bl1/color_av
,,Cooling Percent,BAV,#baker_lab_b08_vav-bl1/cooling_percent_av
,,Cooling Setpoint,BAV,#baker_lab_b08_vav-bl1/cooling_setpoint_av
,,Cool Request,BAV,#baker_lab_b08_vav-bl1/cool_request
,,EI Weighting,BAV,#baker_lab_b08_vav-bl1/ei_weight
,,Environmental Index Count,BAV,#baker_lab_b08_vav-bl1/item_count
,,Heating Percent,BAV,#baker_lab_b08_vav-bl1/heating_percent_av
,,Heating Setpoint,BAV,#baker_lab_b08_vav-bl1/heating_setpoint_av
,,Heat Request,BAV,#baker_lab_b08_vav-bl1/heat_request
,,Max Supply Air Temp Setpoint,BAV,#baker_lab_b08_vav-bl1/max_supply_air_temp_stpt
,,Metric,BAV,#baker_lab_b08_vav-bl1/metric_conv
,,OA Humidity,BAV,#baker_lab_b08_vav-bl1/oa_humidity
,,OA Temperature,BAV,#baker_lab_b08_vav-bl1/oa_temperature
,,point name,BAV,#baker_lab_b08_vav-bl1/m228
,,point name,BAV,#baker_lab_b08_vav-bl1/m339
,,Run Request,BAV,#baker_lab_b08_vav-bl1/sys_run_req
,,SAT Setpt,BAV,#baker_lab_b08_vav-bl1/sat_setpt_av
,,Setpoint Adjust,BAV,#baker_lab_b08_vav-bl1/sp_adj_av
,,steam_load_shed,BAV,#baker_lab_b08_vav-bl1/m361
,,Supply Damper Position,BAV,#baker_lab_b08_vav-bl1/sdmpr_pos
,,Supply Flow,BAV,#baker_lab_b08_vav-bl1/sflow
,,Supply Flow Setpoint,BAV,#baker_lab_b08_vav-bl1/sflow_sp
,,Supply Flow Stpt Deviation,BAV,#baker_lab_b08_vav-bl1/sup_flo_stpt_dev
,,Zone EI Time Satisfied,BAV,#baker_lab_b08_vav-bl1/zn_ei_time_sat
,,Zone EI Total Weight,BAV,#baker_lab_b08_vav-bl1/total_weight
,,Zone Environmental Index,BAV,#baker_lab_b08_vav-bl1/zn_enviro_indx
,,Zone Temp,BAV,#baker_lab_b08_vav-bl1/zone_temp_av
,,Zone Weighted Environmental Index,BAV,#baker_lab_b08_vav-bl1/enviro_windx
,,Airflow Request,BBV,#baker_lab_b08_vav-bl1/air_request
,,EM Power DAT Alarm Enable,BBV,#baker_lab_b08_vav-bl1/em_dat_enbl
,,EM Power Flow Alarm Enable,BBV,#baker_lab_b08_vav-bl1/em_flow_enbl
,,EM Power Zone Temp Alarm Enable,BBV,#baker_lab_b08_vav-bl1/em_zone_enbl
,,Energy Saving,BBV,#baker_lab_b08_vav-bl1/energy_saving
,,General Maintenance,BBV,#baker_lab_b08_vav-bl1/general_maintenance
,,General Zone Alarm,BBV,#baker_lab_b08_vav-bl1/general_zone_alarm
,,Local Occupied,BBV,#baker_lab_b08_vav-bl1/local_occupied_bv
,,Occ Sensor,BBV,#baker_lab_b08_vav-bl1/occ_sensor_bv
,,Occupancy,BBV,#baker_lab_b08_vav-bl1/occ_status
,,Occupied,BBV,#baker_lab_b08_vav-bl1/occupied_bv
,,point name,BBV,#baker_lab_b08_vav-bl1/m337
,,point name,BBV,#baker_lab_b08_vav-bl1/m457
,,schedule,BBV,#baker_lab_b08_vav-bl1/schedule
,,Scheduled Occupied,BBV,#baker_lab_b08_vav-bl1/scheduled_occupied_bv
,,Vacancy,BBV,#baker_lab_b08_vav-bl1/vacancy
,,Vacancy Mode Status,BBV,#baker_lab_b08_vav-bl1/vac_stat
,,point name,BMSV,#baker_lab_b08_vav-bl1/m381
,,Zone Mode Status Display,BMSV,#baker_lab_b08_vav-bl1/zone_mode_status_display
,,DAT_ERROR_ALRM,BALM,#baker_lab_b08_vav-bl1/dat_error_alrm
,,Supply Flow Alarm,BALM,#baker_lab_b08_vav-bl1/supply_flo_alrm
,,Zone Temp Alarm,BALM,#baker_lab_b08_vav-bl1/ztmp_alrm
,,ZS Alarm,BALM,#baker_lab_b08_vav-bl1/zs_alrm
,,AHU Fan Status,BNI2,#baker_lab_b08_vav-bl1/ahu_status
,,AHU Static Pressure,ANI,#baker_lab_b08_vav-bl1/ahu_static
,,Chilled Water,ANI,#baker_lab_b08_vav-bl1/chilled_load_shed
,,CHW System Status,BNI2,#baker_lab_b08_vav-bl1/chw_system_status
,,EAHU Fan Status,BNI2,#baker_lab_b08_vav-bl1/eahu_status
,,EAHU Suction Pressure,ANI,#baker_lab_b08_vav-bl1/eahu_suction
,,Emergency Power,BNI,#baker_lab_b08_vav-bl1/em_power
,,Entering Air Temp,ANI,#baker_lab_b08_vav-bl1/ahu_dat
,,HW System Status,BNI2,#baker_lab_b08_vav-bl1/hw_system_status
,,OA Humidity,ANI,#baker_lab_b08_vav-bl1/oah
,,OA Temp,ANI,#baker_lab_b08_vav-bl1/oat
,,Setpt Adjust,ANI,#baker_lab_b08_vav-bl1/setpt_adj
,,Steam,ANI,#baker_lab_b08_vav-bl1/steam_load_shed
,,BACnet PID,BPID,#baker_lab_b08_vav-bl1/m358
,,BACnet PID / Setpoint,BAV,#baker_lab_b08_vav-bl1/m358/setpt
,,BACnet PID / Input,BAV,#baker_lab_b08_vav-bl1/m358/input
,,BACnet PID / PID out,BAV,#baker_lab_b08_vav-bl1/m358/pidout
,B12 (PHX-BM1),,,
,,Setpoint,BSPTCS,#baker_lab_b12_phx-bm1/setpt
,,Setpoint / Cooling Occupied Setpoint,BAV,#baker_lab_b12_phx-bm1/setpt/occupied_cool_setpoint
,,Setpoint / Heating Occupied Setpoint,BAV,#baker_lab_b12_phx-bm1/setpt/occupied_heat_setpoint
,,Setpoint / Cooling Unoccupied Setpoint,BAV,#baker_lab_b12_phx-bm1/setpt/unoccupied_cool_setpoint
,,Setpoint / Heating Unoccupied Setpoint,BAV,#baker_lab_b12_phx-bm1/setpt/unoccupied_heat_setpoint
,,Setpoint / Cooling Setpoint Adjust,BAV,#baker_lab_b12_phx-bm1/setpt/cool_setpoint_adjust
,,Setpoint / Heating Setpoint Adjust,BAV,#baker_lab_b12_phx-bm1/setpt/heat_setpoint_adjust
,,Setpoint / Effective Cooling Setpoint,BAV,#baker_lab_b12_phx-bm1/setpt/effective_cool_setpoint
,,Setpoint / Effective Heating Setpoint,BAV,#baker_lab_b12_phx-bm1/setpt/effective_heat_setpoint
,,Exhaust Air Valve 1 Flow Feedback,BAI,#baker_lab_b12_phx-bm1/gex1_flow_fbk
,,Penthouse Hood Pressure 1,BAI,#baker_lab_b12_phx-bm1/phouse_hood_pressure_1
,,Supply Air 1 Temp,BAI,#baker_lab_b12_phx-bm1/sat1
,,Supply Air Valve 1 Flow Feedback,BAI,#baker_lab_b12_phx-bm1/sav1_flow_fbk
,,Zone Temp,ASVI,#baker_lab_b12_phx-bm1/zone_temp
,,GEX 1 DP Alarm,BBI,#baker_lab_b12_phx-bm1/gex1_dp_alarm
,,Occupancy Sensor,BBI,#baker_lab_b12_phx-bm1/occ1
,,SAV1 DP Alarm,BBI,#baker_lab_b12_phx-bm1/sav1_dp_alarm
,,Exhaust Air Valve 1 Flow Setpoint,BAO,#baker_lab_b12_phx-bm1/gex1_flowsp
,,Reheat Valve 1,BAO,#baker_lab_b12_phx-bm1/hwv1
