oli,Facility Code,Asset Location,Unit Number,Asset Number,Asset Description,PM Location,Area Served,Status,Sash Trend,Occ Trend,Temp Trend,Sash RealTime,Occ RealTime,Temp RealTime,Notes,Server
,,2019-091-6032,6032,52920,"Hood,Fume, 2019-201C-1",Room 201C,Hood Room 201C,OPERATING,,,,,,,,
,,2019-091-6033,6033,52921,"Hood,Fume, 2019-201C-2",Room 201C,Hood Room 201C,OPERATING,,,,,,,,
,,2019-091-6034,6034,52922,"Hood,Fume, 2019-201C-3",Room 201C,Hood Room 201C,OPERATING,,,,,,,,
,,2019-091-6035,6035,52923,"Hood,Fume, 2019-201D-1",Room 201D,Hood Room 201D,OPERATING,,,,,,,,
,,2019-091-6036,6036,52924,"Hood,Fume, 2019-201D-2",Room 201D,Hood Room 201D,OPERATING,,,,,,,,
,,2019-091-6037,6037,52925,"Hood,Fume, 2019-201D-3",Room 201D,Hood Room 201D,OPERATING,,,,,,,,
,,2019-091-6038,6038,52926,"Hood,Fume, 2019-201E-1",Room 201E,Hood Room 201E,OPERATING,,,,,,,,
,,2019-091-6039,6039,52927,"Hood,Fume, 2019-201E-2",Room 201E,Hood Room 201E,OPERATING,,,,,,,,
,,2019-091-6040,6040,52929,"Hood,Fume, 2019-201H",Room 201H,Hood Room 201H,OPERATING,,,,,,,,
,,2019-091-6042,6042,52931,"Hood,Fume, 2019-230A-2",Room 230A,Hood Room 230A,HIBERNATION,,,,,,,,
,,2019-091-6043,6043,52932,"Hood,Fume, 2019-230A-3",Room 230A,Hood Room 230A,HIBERNATION,,,,,,,,
,,2019-091-6044,6044,52933,"Hood,Fume, 2019-110-4",Room 110,Hood Room 110-D,OPERATING,,,,,,,,
,,2019-091-6046,6046,52935,"Hood,Fume, 2019-301A-1",Room 301A,Hood Room 301A,OPERATING,,,,,,,,
,,2019-091-6047,6047,52936,"Hood,Fume, 2019-301A-2",Room 301A,Hood Room 301A,OPERATING,,,,,,,,
,,2019-091-6048,6048,52937,"Hood,Fume, 2019-301A-3",Room 301A,Hood Room 301A,OPERATING,,,,,,,,
,,2019-091-6049,6049,52938,"Hood,Fume, 2019-301B-1",Room 301B,Hood Room 301B,OPERATING,,,,,,,,
,,2019-091-6050,6050,52942,"Hood,Fume, 2019-301B-2",Room 301B,Hood Room 301B,OPERATING,,,,,,,,
,,2019-091-6051,6051,52943,"Hood,Fume, 2019-301B-3",Room 301B,Hood Room 301B,OPERATING,,,,,,,,
,,2019-091-6052,6052,52944,"Hood,Fume, 2019-301C-1",Room 301C,Hood Room 301C,OPERATING,,,,,,,,
,,2019-091-6053,6053,52945,"Hood,Fume, 2019-301C-2",Room 301C-B,Hood Room 301C-B,OPERATING,,,,,,,,
,,2019-091-6054,6054,52946,"Hood,Fume, 2019-301C-3",Room 301C,Hood Room 301C,OPERATING,,,,,,,,
,,2019-091-6055,6055,52974,"Hood,Fume, 2019-301D-1",Room 301D,Hood Room 301D,OPERATING,,,,,,,,
,,2019-091-6056,6056,52975,"Hood,Fume, 2019-301D-2",Room 301D,Hood Room 301D,OPERATING,,,,,,,,
,,2019-091-6057,6057,52976,"Hood,Fume, 2019-301D-3",Room 301D,Hood Room 301D,OPERATING,,,,,,,,
,,2019-091-6058,6058,52977,"Hood,Fume, 2019-301E-1",Room 301E,Hood Room 301E,OPERATING,,,,,,,,
,,2019-091-6059,6059,52978,"Hood,Fume, 2019-301E-2",Room 301E,Hood Room 301E,OPERATING,,,,,,,,
,,2019-091-6060,6060,52979,"Hood,Fume, 2019-301E-3",Room 301E,Hood Room 301E,OPERATING,,,,,,,,
,,2019-091-6061,6061,52980,"Hood,Fume, 2019-301H",Room 301H,Hood Room 301H,OPERATING,,,,,,,,
,,2019-091-6062,6062,52981,"Hood Fume, 2019-305",Room 305,Hood Room 305,OPERATING,,,,,,,,
,,2019-091-6064,6064,52983,"Hood,Fume, 2019-312",Room 312,Hood Room 312,OPERATING,,,,,,,,
,,2019-091-6065,6065,52984,"Hood,Fume, 2019-316",Room 316,Hood Room 316,OPERATING,,,,,,,,
,,2019-091-6071,6071,52990,"Hood,Fume, 2019-110-5",Room 110,Hood Room 110-E,OPERATING,,,,,,,,
,,2019-091-6072,6072,52991,"Hood,Fume, 2019-B19-2",Room B19,Hood Room B19-2,OPERATING,,,,,,,,
,,2019-091-6073,6073,52992,"Hood,Fume, 2019-B19-3",Room B19,Hood Room B19-3,OPERATING,,,,,,,,
,,2019-091-6105,6015,53099,"Hood,Fume, 2019-B01C-1",Room B01C,Hood Room B01C,OPERATING,,,,,,,,
,,2019-091-6106,6106,53100,"Hood,Fume, 2019-B01C-2",Room B01C,Hood Room B01C,OPERATING,,,,,,,,
,,2019-091-6107,6107,53101,"Hood,Fume, 2019-B01C-3",Room B01C,Hood Room B01C,OPERATING,,,,,,,,
,,2019-091-6108,6108,53102,"Hood,Fume, 2019-B01C-4",Room B01C,Hood Room B01C,OPERATING,,,,,,,,
,,2019-091-6109,6109,53103,"Hood,Fume, 2019-B01E-1",Room B01E,Hood Room B01E,OPERATING,,,,,,,,
,,2019-091-6110,6110,53104,"Hood,Fume, 2019-B01E-2",Room B01E,Hood Room B01E,OPERATING,,,,,,,,
,,2019-091-6111,6111,53105,"Hood,Fume, 2019-B02",Room B02,Hood Room B02,OPERATING,,,,,,,,
,,2019-091-6112,6112,53106,"Hood,Fume, 2019-B19-1",Room B19-1,Hood Room B19-1,OPERATING,,,,,,,,
,,2019-091-6113,6113,53107,"Hood,Fume, 2019-B22A",Room B22A,Hood Room B22A,HIBERNATION,,,,,,,,
,,2019-091-6114,6114,53108,"Hood,Fume, 2019-B24-1",Room B24,Hood Room B24,OPERATING,,,,,,,,
,,2019-091-6115,6115,53109,"Hood,Fume, 2019-B24-2",Room B24,Hood Room B24,OPERATING,,,,,,,,
,,2019-091-6116,6116,53110,"Hood,Fume, 2019-B27",Room B27,Hood Room B27,OPERATING,,,,,,,,
,,2019-091-6119,6119,53113,"Hood Fume, 2019-B32",Room B32,Hood Room B32,OPERATING,,,,,,,,
,,2019-091-6120,6120,53114,"Hood,Fume, 2019-B35-1",Room B35,Hood Room B35,OPERATING,,,,,,,,
,,2019-091-6121,6121,53115,"Hood,Fume, 2019-B35-2",Room B35,Hood Room B35,OPERATING,,,,,,,,
,,2019-091-6123,6123,53117,"Hood,Fume, 2019-G01A-1",Room G01A,Hood Room G01A,OPERATING,,,,,,,,
,,2019-091-6124,6124,53118,"Hood,Fume, 2019-G01A-2",Room G01A,Hood Room G01A,OPERATING,,,,,,,,
,,2019-091-6125,6125,53119,"Hood,Fume, 2019-G01A-3",Room G01A,Hood Room G01A,OPERATING,,,,,,,,
,,2019-091-6126,6126,53120,"Hood,Fume, 2019-G01B-1",Room G01B,Hood Room G01B,OPERATING,,,,,,,,
,,2019-091-6127,6127,53121,"Hood,Fume, 2019-G01B-2",Room G01B,Hood Room G01B,OPERATING,,,,,,,,
,,2019-091-6128,6128,53122,"Hood,Fume, 2019-G01B-3",Room G01B,Hood Room G01B,OPERATING,,,,,,,,
,,2019-091-6129,6129,53123,"Hood,Fume, 2019-G01C-1",Room G01C,Hood Room G01C,OPERATING,,,,,,,,
,,2019-091-6130,6130,53124,"Hood,Fume, 2019-G01C-2",Room G01C,Hood Room G01C,OPERATING,,,,,,,,
,,2019-091-6131,6131,53125,"Hood,Fume, 2019-G01C-3",Room G01C,Hood Room G01C,OPERATING,,,,,,,,
,,2019-091-6132,6132,53126,"Hood,Fume, 2019-G01D-1",Room G01D,Hood Room G01D,OPERATING,,,,,,,,
,,2019-091-6133,6133,53127,"Hood,Fume, 2019-G01D-2",Room G01D,Hood Room G01D,OPERATING,,,,,,,,
,,2019-091-6134,6134,53128,"Hood,Fume, 2019-G01D-3",Room G01D,Hood Room G01D,OPERATING,,,,,,,,
,,2019-091-6135,6135,53129,"Hood,Fume, 2019-G01E-1",Room G01E,Hood Room G01E,OPERATING,,,,,,,,
,,2019-091-6136,6136,53130,"Hood,Fume, 2019-G01E-2",Room G01E,Hood Room G01E,OPERATING,,,,,,,,
,,2019-091-6137,6137,53131,"Hood,Fume, 2019-G01E-3",Room G01E,Hood Room G01E,OPERATING,,,,,,,,
,,2019-091-6138,6138,53132,"Hood,Fume, 2019-G01H",Room G01H,Hood Room G01H,OPERATING,,,,,,,,
,,2019-091-6139,6139,53133,"Hood,Fume, 2019-G16-1",Room G16,Hood Room G16,OPERATING,,,,,,,,
,,2019-091-6140,6140,53134,"Hood,Fume, 2019-G16-2",Room G16,Hood Room G16,OPERATING,,,,,,,,
,,2019-091-6141,6141,53135,"Hood,Fume, 2019-G24-1",Room G24,Hood Room G24,OPERATING,,,,,,,,
,,2019-091-6142,6142,53136,"Hood,Fume, 2019-G24-2",Room G24,Hood Room G24,OPERATING,,,,,,,,
,,2019-091-6143,6143,53137,"Hood,Fume, 2019-G32",Room G32,Hood Room G32,OPERATING,,,,,,,,
,,2019-091-6147,6147,53141,"Hood,Fume, 2019-G46-1",Room G46,Hood Room G46,OPERATING,,,,,,,,
,,2019-091-6148,6148,53142,"Hood,Fume, 2019-G46-2",Room G46,Hood Room G46,OPERATING,,,,,,,,
,,2019-091-6149,6149,53143,"Hood,Fume, 2019-G46-3",Room G46,Hood Room G46,OPERATING,,,,,,,,
,,2019-091-6154,6154,52928,"Hood,Fume, 2019-201E-3",Room 201E,Hood Room 201E,OPERATING,,,,,,,,
,,2019-091-6156,6156,55875,"Hood,Fume, 2019-112A",Room 112A,Room 112A,OPERATING,,,,,,,,
,,2019-091-6157,6157,55837,"Hood,Fume, 2019-317-1",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6158,6158,55842,"Hood,Fume, 2019-317-2",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6159,6159,55843,"Hood,Fume, 2019-317-3",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6160,6160,55844,"Hood,Fume, 2019-317-4",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6161,6161,55845,"Hood,Fume, 2019-317-5",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6162,6162,55846,"Hood,Fume, 2019-317-6",Room 317,Room 317,OPERATING,,,,,,,,
,,2019-091-6163,6163,55847,"Hood,Fume, 2019-324-3",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6164,6164,55848,"Hood,Fume, 2019-324-4",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6165,6165,55849,"Hood,Fume, 2019-324-5",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6166,6166,55850,"Hood,Fume, 2019-324-6",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6167,6167,55851,"Hood,Fume, 2019-324-01",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6168,6168,55852,"Hood,Fume, 2019-324-2",Room 324,Room 324,OPERATING,,,,,,,,
,,2019-091-6169,6169,55853,"Hood,Fume, 2019-338A-1",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6170,6170,55854,"Hood,Fume, 2019-338A-2",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6171,6171,55855,"Hood,Fume, 2019-338A-3",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6172,6172,55856,"Hood,Fume, 2019-338A-4",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6173,6173,55857,"Hood,Fume, 2019-388A-5",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6174,6174,55858,"Hood,Fume, 2019-338A-6",Room 338A,Room 338A,HIBERNATION,,,,,,,,
,,2019-091-6175,6175,55859,"Hood,Fume, 2019-340B-4",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6176,6176,55860,"Hood,Fume, 2019-340B-3",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6177,6177,55861,"Hood,Fume, 2019-340B-2",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6178,6178,55862,"Hood,Fume, 2019-340B-1",Room 340B,Room 340B,HIBERNATION,,,,,,,,
,,2019-091-6179,6179,55871,"Hood,Fume, 2019-344A-3",Room 344A,Room 344A,HIBERNATION,,,,,,,,
,,2019-091-6180,6180,55872,"Hood,Fume, 2019-344A-1",Room 344A,Lab 344A,HIBERNATION,,,,,,,,
,,2019-091-6181,6181,55877,"Hood,Fume, 2019-344A-2",Room 344A,Room 344A,HIBERNATION,,,,,,,,
,,2019-091-6182,6182,72998,"Hood,Fume, 2019-G46-1, Chemical",Room G46,Room G64,OPERATING,,,,,,,,
,,2019-091-6185,6185,73001,"Hood,Fume, 2019-G54-1, Chemical",Room G54,Room G54,OPERATING,,,,,,,,
,,2019-091-6186,6186,73002,"Hood,Fume, 2019-G54-2, Chemical",Room G54,Room G54,OPERATING,,,,,,,,
,,2019-091-6187,6187,73003,"Hood,Fume, 2019-G54-3, Chemical",Room G54,Room G54,OPERATING,,,,,,,,
,,2019-091-6188,6188,73004,"Hood,Fume, 2019-G37-1, Chemical",Room G37,Room G37,OPERATING,,,,,,,,
,,2019-091-6189,6189,73005,"Hood,Fume, 2019-G37-2, Chemical",Room G37,Room G37,HIBERNATION,,,,,,,,
,,2019-091-6190,6190,73006,"Hood,Fume, 2019-G37-3, Chemical",Room G37,Room G37,OPERATING,,,,,,,,
,,2019-091-6191,6191,73007,"Hood,Fume, 2019-G58-1, Chemical",Room G58,Room G58,OPERATING,,,,,,,,
,,2019-091-6192,6192,73008,"Hood,Fume, 2019-G58-2, Chemical",Room G58,Room G58,OPERATING,,,,,,,,
,,2019-091-6193,6193,118325,"Hood,Fume, 2019-346A-1 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6194,6194,118326,"Hood,Fume, 2019-346A-2 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6195,6195,118327,"Hood,Fume, 2019-346A-3 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6196,6196,118328,"Hood,Fume, 2019-346A-4 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6197,6197,118329,"Hood,Fume, 2019-346A-5 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6198,6198,118330,"Hood,Fume, 2019-346A-6 80 FPM, Chemical",346A,346A Baker,OPERATING,,,,,,,,
,,2019-091-6199,6199,118331,"Hood,Fume, 2019-350A-1 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6200,6200,118332,"Hood,Fume, 2019-350A-2 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6201,6201,118333,"Hood,Fume, 2019-350A-3 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6202,6202,118334,"Hood,Fume, 2019-350A-4 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6203,6203,118335,"Hood,Fume, 2019-350A-5 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6204,6204,118336,"Hood,Fume, 2019-350A-6 80 FPM, Chemical",350A,350A Baker,OPERATING,,,,,,,,
,,2019-091-6205,6205,118337,"Hood,Fume, 2019-352-6 80 FPM, Chemical",352,352 Baker,OPERATING,,,,,,,,
,,2019-091-6206,6206,118338,"Hood,Fume, 2019-355-2 80 FPM, Chemical",355,355 Baker,OPERATING,,,,,,,,
,,2019-091-6207,6207,129023,"Hood,Fume, 2019-252-1",252,252,HIBERNATION,,,,,,,,
,,2019-091-6208,6208,129024,"Hood,Fume, 2019-252-2",252,252,HIBERNATION,,,,,,,,
,,2019-091-6209,6209,129025,"Hood,Fume, 2019-252-3",252,252,HIBERNATION,,,,,,,,
,,2019-091-6210,6210,129026,"Hood,Fume, 2019-252-4",252,252,HIBERNATION,,,,,,,,
,,2019-091-6211,6211,129027,"Hood,Fume, 2019-252-5",252,252,HIBERNATION,,,,,,,,
,,2019-091-6212,6212,129028,"Hood,Fume, 2019-252-6",252,252,HIBERNATION,,,,,,,,
,,2019-091-6213,6213,129029,"Hood,Fume, 2019-252-7",252,252,HIBERNATION,,,,,,,,
,,2019-091-6214,6214,129030,"Hood,Fume, 2019-252-8",252,252,HIBERNATION,,,,,,,,
,,2019-091-6215,6215,129031,"Hood,Fume, 2019-252-9",252,252,HIBERNATION,,,,,,,,
,,2019-091-6216,6216,129032,"Hood,Fume, 2019-252-10",252,252,HIBERNATION,,,,,,,,
,,2019-091-6217,6217,129033,"Hood,Fume, 2019-252-11",252,252,HIBERNATION,,,,,,,,
,,2019-091-6218,6218,129034,"Hood,Fume, 2019-252-12",252,252,HIBERNATION,,,,,,,,
,,2019-091-6219,6219,129035,"Hood,Fume, 2019-258",258,258,HIBERNATION,,,,,,,,
Bard Hall,2070,2070-091-6001,6001,53794,"Hood Fume, 2070-131-NE",Room 131,Hood Room 131,OPERATING,#bard_lab_131/fh-1_sash_pos,#bard_lab_131/occ_sensor,,,,,,
,,2070-091-6002,6002,53795,"Hood Fume, 2070-131-SE",Room 131,Hood Room 131,OPERATING,,,,,,,,
,,2070-091-6003,6003,53796,"Hood Fume, 2070-156",Room 156,Hood Room 156,OPERATING,,,,,,,,
,,2070-091-6004,6004,53797,"Hood,Fume, 2070-247-1 80 FPM",Room 247,Hood Room 247,OPERATING,,,,,,,,
,,2070-091-6005,6005,53798,"Hood,Fume, 2070-247-2 80 FPM",Room 247,Hood Room 247,OPERATING,,,,,,,,
,,2070-091-6006,6006,53799,"Hood Fume, 2070-250",Room 250,Hood Room 250,OPERATING,,,,,,,,
,,2070-091-6007,6007,53800,"Hood Fume, 2070-258",Room 258,Hood Room 258,OPERATING,,,,,,,,
,,2070-091-6008,6008,53801,"Hood Fume, 2070-SB36",Room SB36,Hood Room SB36,HIBERNATION,,,,,,,,
,,2070-091-6011,6011,53802,"Hood Fume, 2070-344-01",Room 344,Hood Room 344,OPERATING,,,,,,,,
,,2070-091-6012,6012,53803,"Hood Fume, 2070-344-02",Room 344,Hood Room 344,OPERATING,,,,,,,,
,,2070-091-6013,6013,53804,"Hood Fume, 2070-347",Room 347,Hood Room 347,OPERATING,,,,,,,,
,,2070-091-6014,6014,53806,"Hood Fume, 2070-350-N",Room 350,Hood Room 350,OPERATING,,,,,,,,
,,2070-091-6015,6015,53807,"Hood Fume, 2070-350-SE",Room 350,Hood Room 350,OPERATING,,,,,,,,
,,2070-091-6016,6016,53808,"Hood Fume, 2070-350-SW",Room 350,Hood Room 350,OPERATING,,,,,,,,
,,2070-091-6017,6017,53809,"Hood Fume, 2070-350-W",Room 350,Hood Room 350,OPERATING,,,,,,,,
,,2070-091-6020,6020,53812,"Hood Fume, 2070-359-NE",Room 359,Hood Room 359,OPERATING,,,,,,,,
,,2070-091-6021,6021,53814,"Hood Fume, 2070-359-NW",Room 359,Hood Room 359,OPERATING,,,,,,,,
,,2070-091-6022,6022,53816,"Hood Fume, 2070-359-SE",Room 359,Hood Room 359,OPERATING,,,,,,,,
,,2070-091-6023,6023,53817,"Hood Fume, 2070-359-SW",Room 359,Hood Room 359,OPERATING,,,,,,,,
,,2070-091-6024,6024,53818,"Hood Fume, 2070-361",Room 361,Hood Room 361,OPERATING,,,,,,,,
,,2070-091-6025,6025,53819,"Hood Fume, 2070-B47A, 80 FPM",Room B47A,Hood Room B47A,OPERATING,,,,,,,,
,,2070-091-6027,6027,53821,"Hood Fume, 2070-SB28-NE",Room SB28-NE,Hood Room SB28-NE,OPERATING,,,,,,,,
,,2070-091-6028,6028,53822,"Hood Fume, 2070-SB28-NW",Room SB28-NW,Hood Room SB28-NW,OPERATING,,,,,,,,
,,2070-091-6029,6029,53823,"Hood Fume, 2070-SB28-SE",Room SB28-SE,Hood Room SB28-SE,OPERATING,,,,,,,,
,,2070-091-6030,6030,53824,"Hood Fume, 2070-SB28-SW",Room SB28-SW,Hood Room SB28-SW,OPERATING,,,,,,,,
,,2070-091-6031,6031,53825,"Hood Fume, 2070-SB40",Room SB40,Hood Room SB40,OPERATING,,,,,,,,
,,2070-091-6032,6032,55737,"Hood Fume, 2070-SB60-01",Room SB60,Hood Room SB60,OPERATING,,,,,,,,
,,2070-091-6033,6032,55738,"Hood Fume, 2070-SB60-02",Room SB60,Hood Room SB60,OPERATING,,,,,,,,
,,2070-091-6034,6034,55739,"Hood Fume, 2070-SB60-03",Room SB60,Hood Room SB60,OPERATING,,,,,,,,
,,2070-091-6035,6035,55740,"Hood,Fume, 2070-SB60-04",Room SB60,Hood Room SB60,OPERATING,,,,,,,,
,,2070-091-6036,6036,55741,"Hood,Fume, 2070-SB60-05",Room SB60,Hood Room SB60,OPERATING,,,,,,,,
,,2070-091-6037,6037,55742,"Hood,Fume, 2070-SB60-06",Room SB60,Hood Room SB60,OPERATING,,,,,,,,
,,2070-091-6038,6038,101296,"Hood,Fume, 2070-150-1",Room 150,Hood Room 150,OPERATING,,,,,,,,
,,2070-091-6039,6039,101297,"Hood,Fume, 2070-150-2",Room 150,Hood Room 150,OPERATING,,,,,,,,
